CurricularUnitID,StudentID,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
1131,1131,0,8,8,8,13.06,0,0,8,8,8,13.06,0
1132,1132,4,8,8,7,13.29,0,4,8,8,7,13.29,0
1133,1133,0,5,9,4,11,0,0,5,8,3,10.67,0
1134,1134,0,7,7,7,14.07,0,0,8,8,8,15.16,0
1135,1135,0,6,0,0,0,0,0,6,0,0,0,0
1136,1136,4,9,9,4,11.25,0,3,10,12,3,11,0
1137,1137,0,6,6,6,14,0,0,6,8,6,13.63,0
1138,1138,0,6,8,6,12.17,0,0,6,11,3,11.67,0
1139,1139,0,8,8,7,13.30,0,0,8,8,7,13.30,0
1140,1140,0,6,14,6,13.92,0,0,6,9,6,14.25,0
1141,1141,0,7,11,7,13.37,0,0,8,13,7,12.83,0
1142,1142,0,5,5,5,12.40,0,0,5,8,3,11,0
1143,1143,0,5,5,4,15,0,0,5,5,4,13.75,0
1144,1144,0,6,6,6,13.33,0,0,6,7,6,12.57,0
1145,1145,0,5,8,3,12,0,0,5,9,4,12.63,0
1146,1146,0,6,7,5,13.40,0,0,6,9,5,12.20,0
1147,1147,0,0,0,0,0,0,0,0,0,0,0,0
1148,1148,1,5,9,4,11.50,0,1,5,5,5,11.40,0
1149,1149,0,7,12,6,12,0,0,7,11,6,12.17,0
1150,1150,0,8,8,7,13.49,0,0,8,8,7,13.49,0
1151,1151,0,6,6,6,12,0,0,6,8,6,11.29,0
1152,1152,0,0,0,0,0,0,0,0,0,0,0,0
1153,1153,0,5,7,3,10.33,0,0,5,11,3,14.43,0
1154,1154,0,7,10,5,12.94,0,0,7,7,5,13.76,0
1155,1155,0,8,11,7,13.26,0,0,8,11,7,13.26,0
1156,1156,0,5,9,4,12.25,0,0,5,10,4,12,0
1157,1157,0,6,9,3,11.67,0,0,6,15,1,10,0
1158,1158,0,6,7,6,13.57,0,0,6,6,6,12.50,0
1159,1159,0,6,9,5,11.80,0,0,6,9,5,11.83,0
1160,1160,0,5,7,5,14.20,0,0,5,7,5,13.29,0
1161,1161,0,5,8,5,11,0,0,5,6,5,11.80,1
1162,1162,0,7,16,4,13.63,0,0,7,8,7,12.64,0
1163,1163,0,8,8,7,14.65,0,0,8,8,7,14.65,0
1164,1164,0,6,9,6,11.33,0,0,6,6,6,11.33,0
1165,1165,0,7,12,4,13.70,0,0,7,7,0,0,0
1166,1166,7,11,11,11,13.73,0,4,8,8,8,14.75,0
1167,1167,4,7,9,7,11.75,0,3,8,12,7,11.14,0
1168,1168,0,6,9,6,12.33,0,0,6,11,5,13,0
1169,1169,0,6,6,6,14,0,0,6,7,6,13.86,0
1170,1170,0,5,7,4,11.50,0,0,5,6,4,11.75,0
1171,1171,0,5,6,5,11.20,0,0,5,5,5,13.20,0
1172,1172,0,8,8,7,15.07,0,0,8,8,7,15.07,0
1173,1173,0,5,6,1,10,0,0,5,7,1,12,0
1174,1174,0,5,5,4,12,0,0,5,6,5,12.67,0
1175,1175,0,6,11,4,13,0,0,6,11,4,12.60,0
1176,1176,0,6,7,4,11,0,0,6,7,3,11.25,0
1177,1177,0,6,8,6,13.57,0,0,6,11,5,12.17,0
1178,1178,0,6,7,5,14.60,0,0,6,6,5,14.20,0
1179,1179,0,7,13,3,11.83,0,0,7,14,2,10,0
1180,1180,0,7,11,7,12.63,0,0,8,11,8,12.51,0
1181,1181,0,7,12,4,11.50,0,0,7,14,3,12.33,0
1182,1182,0,5,8,4,13.25,1,0,5,10,4,10.50,0
1183,1183,0,7,9,7,12.61,0,0,8,12,6,11.90,0
1184,1184,7,10,15,8,13.75,0,4,9,17,5,13.20,0
1185,1185,0,7,10,6,13.60,0,0,8,11,6,11.93,0
1186,1186,0,6,11,5,11.14,0,0,6,8,6,12.29,0
1187,1187,7,11,11,11,12.70,0,6,10,12,10,12.97,0
1188,1188,0,5,9,1,10,0,0,5,10,1,11,0
1189,1189,0,6,8,6,11.67,0,0,6,10,4,11.50,0
1190,1190,0,6,8,6,14,0,0,6,7,6,13.14,0
1191,1191,0,5,9,0,0,4,0,5,9,0,0,3
1192,1192,0,8,9,7,12.04,0,0,8,9,7,12.04,0
1193,1193,0,0,0,0,0,0,0,0,0,0,0,0
1194,1194,12,13,14,13,13.77,0,9,12,16,12,14.58,0
1195,1195,13,18,20,18,15.44,0,11,13,13,13,15.31,0
1196,1196,0,7,9,6,11.50,0,0,7,8,7,12.71,0
1197,1197,0,3,3,2,10,0,0,6,0,0,0,0
1198,1198,0,6,8,4,12.25,0,0,6,13,3,10.33,0
1199,1199,0,6,6,6,14.50,0,0,6,6,6,15.17,0
1200,1200,0,6,7,6,15.57,0,0,6,8,6,16.38,0
1201,1201,0,6,7,6,15.57,0,0,6,7,6,14.71,0
1202,1202,0,6,8,5,13.80,0,0,6,7,6,12.17,0
1203,1203,0,5,8,3,10.67,0,0,5,14,2,14.80,0
1204,1204,0,6,8,5,11.60,0,0,6,8,4,11.75,0
1205,1205,0,6,11,1,13,0,0,6,12,0,0,0
1206,1206,0,5,9,3,12,0,0,5,11,4,13.63,0
1207,1207,11,14,14,12,12.33,2,11,14,14,12,12.33,2
1208,1208,0,6,10,6,12.88,0,0,6,12,6,12.90,0
1209,1209,0,6,12,1,11,0,0,6,0,0,0,0
1210,1210,0,6,10,4,12.25,0,0,6,13,4,10.50,0
1211,1211,0,7,7,0,0,7,0,8,8,0,0,7
1212,1212,0,6,11,4,10.75,0,0,6,13,5,11.50,0
1213,1213,0,8,9,8,13.63,1,0,8,9,8,13.63,1
1214,1214,0,5,8,3,13,0,0,5,7,4,11.50,1
1215,1215,0,7,9,6,13.53,0,0,7,7,7,12.23,0
1216,1216,0,7,7,7,16.90,0,0,8,9,8,16.38,0
1217,1217,0,6,10,5,12,0,0,6,11,4,12,0
1218,1218,3,6,6,6,12.50,0,2,6,7,6,13.29,0
1219,1219,0,8,8,7,12.76,0,0,8,8,7,12.76,0
1220,1220,0,5,8,5,13.75,0,0,5,6,5,12.17,0
1221,1221,0,0,0,0,0,0,0,0,0,0,0,0
1222,1222,0,7,7,7,14.60,0,0,8,9,8,15.68,0
1223,1223,0,5,7,0,0,0,0,5,7,0,0,0
1224,1224,0,6,9,5,13.83,0,0,6,7,6,12.50,0
1225,1225,0,8,8,8,13.58,0,0,8,8,8,13.58,0
1226,1226,0,6,7,6,15.14,0,0,6,6,6,15.83,0
1227,1227,0,5,8,3,10.67,0,0,5,8,5,11.60,0
1228,1228,0,6,11,5,11.20,0,0,6,6,6,12,0
1229,1229,0,8,8,8,13.76,0,0,8,8,8,13.76,0
1230,1230,7,9,10,8,13.25,0,4,9,14,5,12.20,0
1231,1231,0,6,10,5,10.71,0,0,6,10,5,12.20,0
1232,1232,0,6,6,6,12.17,0,0,6,7,6,11.67,0
1233,1233,1,7,8,6,14.36,0,1,7,8,6,14.36,0
1234,1234,0,6,6,6,12.83,0,0,6,6,6,12.67,0
1235,1235,0,8,8,7,13.93,0,0,8,8,7,13.93,0
1236,1236,0,5,9,2,12,0,0,5,9,3,11,0
1237,1237,0,7,7,7,13.44,0,0,8,9,8,13.74,0
1238,1238,0,5,5,1,16,0,0,5,5,0,0,0
1239,1239,0,6,8,6,13.13,0,0,6,10,6,13.20,0
1240,1240,0,6,7,0,0,0,0,6,6,0,0,0
1241,1241,5,9,9,5,11.40,0,4,4,4,4,11,0
1242,1242,0,4,12,2,11,2,0,5,9,3,11.67,0
1243,1243,0,5,13,1,11,0,0,5,11,1,10,0
1244,1244,2,6,14,5,13.67,0,2,6,10,5,13,0
1245,1245,2,6,10,4,11.75,0,0,5,6,1,10,0
1246,1246,0,7,11,1,10,0,0,7,7,1,13,0
1247,1247,0,6,8,6,13.50,0,0,6,9,6,12.83,0
1248,1248,0,6,0,0,0,0,0,6,0,0,0,0
1249,1249,0,6,12,1,12,0,0,6,11,1,11,0
1250,1250,0,6,11,3,13,0,0,6,10,5,11.80,0
1251,1251,0,6,7,6,14.83,0,0,6,6,6,16,0
1252,1252,0,6,6,6,11.83,0,0,6,7,6,12.86,0
1253,1253,0,6,10,5,12,0,0,6,11,5,12.33,0
1254,1254,0,6,11,4,12.75,0,0,6,7,6,11.33,0
1255,1255,0,5,5,0,0,5,0,5,7,4,14.75,1
1256,1256,0,6,7,0,0,0,0,6,16,1,10,0
1257,1257,0,6,6,6,12,0,0,6,7,6,12.86,0
1258,1258,0,7,9,7,11.68,0,0,8,8,8,13.80,0
1259,1259,0,8,8,7,13.60,0,0,8,8,7,13.60,0
1260,1260,0,6,7,6,16,0,0,6,8,6,15.88,0
1261,1261,0,6,9,5,11.80,0,0,6,7,6,11.50,0
1262,1262,0,5,5,0,0,0,2,6,7,2,14,0
1263,1263,0,6,0,0,0,0,0,6,0,0,0,0
1264,1264,0,6,7,6,16.14,0,0,6,10,6,16.20,0
1265,1265,0,8,8,7,11.79,0,0,8,8,7,11.79,0
1266,1266,0,8,8,8,13.42,0,0,8,8,8,13.42,0
1267,1267,0,6,8,6,12.50,0,0,6,10,5,14.17,0
1268,1268,0,8,8,7,12.46,0,0,8,8,7,12.46,0
1269,1269,6,11,18,8,12.38,0,3,9,15,5,12.60,0
1270,1270,0,6,8,1,10,0,0,6,9,0,0,0
1271,1271,0,6,8,5,12.60,0,0,6,10,6,12.43,0
1272,1272,0,5,5,5,12.60,0,0,5,6,4,12.40,0
1273,1273,0,5,7,2,10,0,0,5,6,4,12,0
1274,1274,0,7,7,0,0,0,0,6,0,0,0,0
1275,1275,0,5,7,5,11.60,0,0,5,8,5,12.33,0
1276,1276,0,6,8,6,12.17,0,0,6,6,6,13.50,0
1277,1277,0,6,10,4,13.60,0,0,6,7,5,12.67,0
1278,1278,0,5,8,4,12.50,1,0,5,8,5,11.80,0
1279,1279,0,6,6,4,12.25,0,0,6,10,4,11.50,0
1280,1280,0,6,7,6,11.71,0,0,6,8,6,12.63,0
1281,1281,0,6,7,6,13.50,0,0,6,7,6,13,0
1282,1282,0,8,8,7,13.02,0,0,8,8,7,13.02,0
1283,1283,0,6,12,0,0,0,0,6,0,0,0,0
1284,1284,0,5,6,5,17.33,0,0,5,8,5,18.57,0
1285,1285,0,5,7,4,11,0,0,5,7,4,11.50,0
1286,1286,0,7,10,6,13.67,0,0,7,9,6,12.50,0
1287,1287,0,6,9,6,11.38,0,0,6,6,5,13.80,0
1288,1288,0,6,6,6,12.83,0,0,6,8,6,11.83,0
1289,1289,0,6,9,5,12.60,0,0,6,11,4,11.50,0
1290,1290,0,7,8,6,14.33,0,0,8,9,7,13.77,0
1291,1291,0,5,8,4,13.50,0,0,6,10,6,13.63,0
1292,1292,0,8,8,7,14.29,0,0,8,8,7,14.29,0
1293,1293,2,6,15,3,11.75,0,0,6,12,2,10,0
1294,1294,0,5,5,5,14.80,0,0,5,5,5,17.60,0
1295,1295,0,6,7,0,0,0,0,6,0,0,0,0
1296,1296,0,6,14,1,10,0,0,5,5,0,0,0
1297,1297,0,5,5,0,0,0,0,5,5,0,0,0
1298,1298,0,7,10,4,12.60,0,0,7,9,5,12.38,0
1299,1299,0,5,9,5,12.43,1,0,5,7,5,11.80,0
1300,1300,0,6,10,4,10,0,0,6,11,3,12,0
1301,1301,0,5,7,3,12.33,0,0,5,5,0,0,0
1302,1302,0,6,0,0,0,0,0,6,0,0,0,0
1303,1303,0,0,0,0,0,0,0,0,0,0,0,0
1304,1304,5,11,12,10,12.10,0,2,8,9,8,13.33,0
1305,1305,0,6,7,6,14.71,0,0,6,6,6,15,0
1306,1306,0,6,6,6,12.67,0,0,6,7,6,12.83,0
1307,1307,7,12,14,12,14.38,0,5,10,12,10,13.30,0
1308,1308,0,5,5,5,13.40,0,0,5,6,5,12.20,0
1309,1309,0,8,8,7,13.31,0,0,8,8,7,13.31,0
1310,1310,0,8,8,7,11.99,0,0,8,8,7,11.99,0
1311,1311,6,11,17,11,11.55,0,3,9,13,8,12.89,0
1312,1312,0,6,13,6,16.46,0,0,6,8,6,13.88,0
1313,1313,0,6,7,6,13.67,0,0,6,6,6,12.83,0
1314,1314,0,7,8,7,12.65,0,0,8,9,8,13.41,0
1315,1315,0,6,7,6,12.33,0,0,6,10,3,12,0
1316,1316,0,7,8,6,14.37,0,0,8,10,7,14.65,0
1317,1317,0,5,13,3,12,2,0,5,8,4,11.75,0
1318,1318,0,6,12,3,12,0,0,6,15,3,10.67,0
1319,1319,0,6,11,4,12,0,0,6,14,3,11,0
1320,1320,0,6,10,5,12.60,0,0,6,7,5,11.20,0
1321,1321,0,6,6,6,12.17,0,0,6,6,6,12.33,0
1322,1322,0,7,8,6,13.50,0,0,7,8,6,14,0
1323,1323,0,8,8,8,13.76,0,0,8,8,8,13.76,0
1324,1324,0,7,11,6,12.40,0,0,7,8,6,12.80,0
1325,1325,0,5,16,4,10.67,0,0,5,11,2,12,0
1326,1326,0,7,7,6,14.33,0,0,7,7,6,14.33,0
1327,1327,0,6,12,4,12.50,0,0,6,13,2,12.67,0
1328,1328,0,6,14,1,10,0,0,6,13,0,0,0
1329,1329,0,7,8,7,14.70,0,0,8,9,8,14.62,0
1330,1330,0,6,14,4,11.50,0,0,6,17,3,13.75,0
1331,1331,0,7,9,7,12.86,0,0,8,8,8,13.91,0
1332,1332,0,7,7,7,13.70,0,0,8,9,8,13.99,0
1333,1333,0,5,9,0,0,3,1,5,10,1,12,3
1334,1334,0,6,13,3,11.20,0,0,6,9,4,12,0
1335,1335,0,7,7,7,13.29,0,0,8,9,8,13.33,0
1336,1336,0,6,9,5,13,0,0,6,8,5,10.40,0
1337,1337,0,7,8,6,12.60,0,0,7,9,6,11.69,0
1338,1338,0,5,5,5,12.80,0,0,5,5,4,12,0
1339,1339,0,6,14,5,11.50,1,0,6,13,5,11,1
1340,1340,0,8,8,7,11.40,0,0,8,8,7,11.40,0
1341,1341,3,6,6,6,12.33,0,2,6,8,6,11.33,0
1342,1342,0,6,7,5,12.80,0,0,6,10,4,12.20,0
1343,1343,0,5,8,5,12,1,0,5,8,4,15,1
1344,1344,0,6,8,5,13,0,0,6,9,5,13.50,0
1345,1345,0,6,6,6,11.83,0,0,6,8,6,11,0
1346,1346,0,6,8,6,14,0,0,6,9,6,13.33,0
1347,1347,0,6,6,6,12.33,0,0,6,6,6,13.50,0
1348,1348,0,7,10,5,13.04,0,0,7,7,7,12.50,0
1349,1349,7,11,18,11,13.17,0,4,9,15,8,13.33,0
1350,1350,1,6,7,6,12.50,0,0,6,11,6,12.83,0
1351,1351,0,0,0,0,0,0,0,0,0,0,0,0
1352,1352,0,8,8,7,15.66,0,0,8,8,7,15.66,0
1353,1353,0,6,6,6,12.17,0,0,6,6,6,11.33,0
1354,1354,0,6,0,0,0,0,0,6,0,0,0,0
1355,1355,0,6,11,5,10.60,0,0,6,9,5,11.17,0
1356,1356,0,6,10,6,13.43,0,0,6,11,5,12.67,0
1357,1357,0,6,8,4,11.75,0,0,6,12,0,0,0
1358,1358,0,5,10,0,0,0,0,5,5,0,0,0
1359,1359,0,0,0,0,0,0,0,0,0,0,0,0
1360,1360,0,5,0,0,0,0,0,5,0,0,0,0
1361,1361,0,5,9,1,13,0,0,5,5,0,0,0
1362,1362,0,8,8,7,13.33,0,0,8,8,7,13.33,0
1363,1363,0,6,0,0,0,0,0,6,0,0,0,0
1364,1364,0,0,0,0,0,0,0,0,0,0,0,0
1365,1365,0,7,7,6,13.70,0,0,7,7,6,13.70,0
1366,1366,0,5,5,0,0,0,0,5,5,0,0,5
1367,1367,4,9,12,9,13.45,0,2,7,9,6,13.88,0
1368,1368,0,8,8,7,12.20,0,0,8,8,7,12.20,0
1369,1369,0,5,8,3,10,0,0,5,10,4,11,0
1370,1370,0,6,7,5,13,0,0,6,7,6,12.86,0
1371,1371,0,6,11,6,12,0,0,6,6,6,14,0
1372,1372,0,8,8,7,15.03,0,0,8,8,7,15.03,0
1373,1373,0,6,8,6,12,0,0,6,7,6,11.71,0
1374,1374,0,6,8,5,12,0,0,6,8,5,12.40,0
1375,1375,3,7,7,3,13.67,0,3,8,8,3,11.33,4
1376,1376,0,0,0,0,0,0,0,0,0,0,0,0
1377,1377,0,5,6,5,12,0,0,5,7,4,12.50,0
1378,1378,0,0,0,0,0,0,0,0,0,0,0,0
1379,1379,0,6,6,1,14,0,0,6,7,0,0,7
1380,1380,0,6,6,0,0,0,0,6,7,0,0,0
1381,1381,0,7,8,7,12.38,0,0,7,11,5,12.58,0
1382,1382,0,7,0,0,0,0,0,8,0,0,0,0
1383,1383,14,18,21,18,11.42,0,10,13,16,13,11.08,1
1384,1384,0,7,7,6,13.35,0,0,7,7,6,13.35,0
1385,1385,0,6,6,6,15,0,0,6,6,2,16,0
1386,1386,0,5,9,2,10.50,0,0,5,5,0,0,0
1387,1387,0,6,0,0,0,0,0,4,6,0,0,2
1388,1388,0,5,8,5,13.25,0,0,5,6,5,11.83,0
1389,1389,0,5,10,0,0,0,0,5,5,0,0,0
1390,1390,0,5,7,4,11.50,0,0,5,15,3,10.60,4
1391,1391,0,8,8,8,13.88,0,0,8,8,8,13.88,0
1392,1392,0,6,8,6,11.33,0,0,6,8,5,12.60,0
1393,1393,0,0,0,0,0,0,0,0,0,0,0,0
1394,1394,0,6,7,6,12.86,0,0,6,7,6,13.67,0
1395,1395,0,6,6,5,11.60,0,0,6,6,6,12.50,0
1396,1396,0,6,9,5,11.40,0,0,6,6,6,11.33,0
1397,1397,0,6,11,6,13.33,0,0,6,10,6,13,0
1398,1398,2,7,7,7,13.57,0,5,9,9,9,13.78,0
1399,1399,0,7,13,6,11.83,0,0,7,8,7,12.23,0
1400,1400,0,7,7,7,14.43,0,0,7,7,7,14.14,0
1401,1401,0,0,0,0,0,0,0,0,0,0,0,0
1402,1402,0,6,8,6,12.29,0,0,6,9,5,12.40,0
1403,1403,0,5,7,5,14.40,0,0,5,5,5,13.80,0
1404,1404,0,7,8,7,13.15,0,0,8,9,8,15.07,0
1405,1405,0,5,6,0,0,0,0,5,5,0,0,0
1406,1406,0,5,5,0,0,0,0,6,8,0,0,0
1407,1407,0,8,8,7,12.34,0,0,8,8,7,12.34,0
1408,1408,0,6,6,5,12.20,0,0,6,7,5,10.80,0
1409,1409,0,6,10,4,10.50,0,0,6,14,1,11,0
1410,1410,0,5,5,5,10.60,0,0,5,8,5,11.60,0
1411,1411,0,6,6,0,0,0,0,6,6,0,0,0
1412,1412,0,6,8,4,11.25,0,0,6,6,6,12,0
1413,1413,3,9,11,6,10.50,0,4,10,10,10,11.70,0
1414,1414,0,6,11,4,11,0,0,6,11,3,11.67,0
1415,1415,0,7,7,7,13.46,0,0,8,8,8,14.51,0
1416,1416,0,5,6,5,12.60,0,0,5,8,4,12.33,0
1417,1417,0,6,0,0,0,0,0,6,0,0,0,0
1418,1418,0,6,6,6,13.67,0,0,6,8,5,13.60,0
1419,1419,0,5,5,5,11.60,0,0,5,5,5,11.80,0
1420,1420,0,6,9,6,12.57,0,0,6,10,5,12.83,0
1421,1421,0,6,7,5,11.80,0,0,6,7,5,11.40,0
1422,1422,0,5,5,5,11.60,0,0,5,11,3,12.67,0
1423,1423,0,6,8,6,11.33,0,0,6,6,6,11.83,0
1424,1424,0,6,6,6,10.67,0,0,6,6,6,11.50,0
1425,1425,0,5,10,4,13.50,1,0,5,5,5,13.40,0
1426,1426,0,0,0,0,0,0,0,0,0,0,0,0
1427,1427,2,6,9,6,13.33,0,1,6,9,4,11.50,0
1428,1428,0,6,9,5,13.40,0,0,6,16,2,13.50,0
1429,1429,0,6,8,3,10.20,0,0,6,13,4,12.25,0
1430,1430,0,6,6,5,13,0,0,6,7,6,12.83,0
1431,1431,0,8,11,7,12.91,0,0,8,11,7,12.91,0
1432,1432,0,6,12,4,12,0,0,6,11,1,10,0
1433,1433,0,6,9,6,10.83,0,0,6,8,5,11,0
1434,1434,0,6,6,6,15.33,0,0,6,9,6,15.83,0
1435,1435,0,7,9,6,12.82,0,0,8,11,6,12.88,0
1436,1436,6,7,7,6,13,0,2,6,6,2,14,0
1437,1437,0,6,11,2,13.50,1,0,5,11,2,11,0
1438,1438,0,6,7,6,12.50,0,0,6,6,6,12.17,0
1439,1439,0,6,7,6,13,0,0,6,6,6,14.33,0
1440,1440,0,5,6,4,11.75,0,0,5,10,5,12.57,1
1441,1441,0,5,5,4,12.50,0,0,5,5,4,14.25,0
1442,1442,16,17,19,17,11.61,0,14,17,22,17,12.06,0
1443,1443,0,6,6,6,14,0,0,6,6,6,14.67,0
1444,1444,0,6,8,0,0,0,0,6,10,0,0,0
1445,1445,0,5,5,5,13.80,0,0,5,6,5,13.83,0
1446,1446,0,5,6,0,0,0,0,5,5,0,0,0
1447,1447,0,0,0,0,0,0,0,0,0,0,0,0
1448,1448,0,5,9,4,12.25,0,0,5,9,3,12.33,0
1449,1449,0,6,12,3,11.50,0,0,6,12,3,13.67,0
1450,1450,2,7,9,6,12.57,0,5,9,9,9,12.56,0
1451,1451,0,6,9,6,12,0,0,6,10,5,12.17,0
1452,1452,8,12,17,11,12,2,4,12,21,12,12.31,0
1453,1453,0,0,0,0,0,0,0,0,0,0,0,0
1454,1454,1,7,9,6,12,0,2,6,6,6,11.17,0
1455,1455,0,5,9,4,11.60,0,0,5,7,4,12.25,2
1456,1456,0,5,5,0,0,0,0,5,5,0,0,0
1457,1457,0,5,9,5,12,0,0,5,9,4,13,0
1458,1458,0,7,8,6,13.98,0,0,8,12,6,12.04,1
1459,1459,0,6,10,4,12.50,0,0,6,12,1,10,3
1460,1460,0,5,5,0,0,0,0,5,0,0,0,0
1461,1461,0,6,15,4,10.50,0,0,6,16,4,12.50,0
1462,1462,0,6,8,5,12.86,0,0,6,11,6,12.30,0
1463,1463,0,5,7,3,11.67,0,0,5,5,4,12,0
1464,1464,0,5,7,2,13,0,0,5,11,1,10,0
1465,1465,0,6,8,6,11.83,0,0,6,9,5,10.40,0
1466,1466,9,11,11,11,12.45,0,3,11,17,8,12.75,0
1467,1467,0,5,6,3,11,0,0,5,6,0,0,0
1468,1468,0,5,10,4,13.20,0,0,5,7,4,14.25,2
1469,1469,0,6,6,6,15.50,0,0,6,6,6,14.17,0
1470,1470,0,6,8,6,12.33,0,0,6,6,6,13.67,0
1471,1471,0,5,13,5,12,0,0,5,9,4,11.40,0
1472,1472,0,6,12,4,11.60,0,0,6,11,5,11.50,0
1473,1473,0,6,7,6,11.33,0,0,6,8,6,12.29,0
1474,1474,0,6,12,0,0,1,0,6,0,0,0,0
1475,1475,0,5,7,4,12,0,0,5,8,2,12.50,0
1476,1476,0,5,11,4,12,1,0,5,9,5,12.60,0
1477,1477,0,5,11,2,12.50,0,0,5,9,2,11.50,1
1478,1478,6,12,12,12,13.67,0,4,11,16,11,13,0
1479,1479,0,6,17,2,14.50,2,0,6,13,0,0,1
1480,1480,0,6,10,4,13.20,0,0,6,8,0,0,0
1481,1481,1,7,11,5,12.17,0,4,8,14,5,14.80,0
1482,1482,0,6,10,4,11.25,0,0,6,6,6,11.33,0
1483,1483,0,6,8,6,15.17,0,0,6,7,6,14.43,0
1484,1484,0,6,8,6,11.17,0,0,6,7,4,13.40,0
1485,1485,0,7,8,6,10.98,0,0,7,8,6,10.98,0
1486,1486,0,6,8,4,10.75,0,0,6,11,5,11.50,0
1487,1487,7,12,15,11,13.38,0,4,9,13,7,14.29,0
1488,1488,0,6,8,6,11.29,0,0,6,10,5,12.20,0
1489,1489,0,6,13,0,0,3,0,6,6,0,0,0
1490,1490,0,5,7,4,13,0,0,5,9,5,14.83,3
1491,1491,0,6,9,6,16.11,0,0,6,7,6,13.50,0
1492,1492,0,6,8,6,11.50,0,0,6,8,6,11,0
1493,1493,0,6,15,4,10.75,0,0,6,12,2,10.50,0
1494,1494,0,6,10,4,11.60,0,0,6,8,5,13,0
1495,1495,0,7,21,0,0,3,0,7,7,0,0,0
1496,1496,0,5,5,5,13.80,0,0,5,7,5,14.14,0
1497,1497,0,7,8,7,13.59,0,0,8,8,8,14.69,0
1498,1498,0,6,8,6,13.86,0,0,6,8,5,13,0
1499,1499,0,6,12,5,12,0,0,6,10,6,12.33,0
1500,1500,0,6,9,6,13.44,0,0,6,9,5,12.60,0
1501,1501,0,6,6,6,14,0,0,6,7,6,13.86,0
1502,1502,0,6,10,1,12,1,0,6,0,0,0,0
1503,1503,0,5,5,5,14.20,0,0,5,6,5,13.83,0
1504,1504,0,7,11,5,13.34,0,0,7,9,5,10.84,0
1505,1505,3,8,12,7,12.46,0,3,8,12,7,12.46,0
1506,1506,0,6,12,3,11,0,0,6,12,3,12,0
1507,1507,0,5,13,4,10.50,0,0,5,10,4,10.50,0
1508,1508,0,0,0,0,0,0,0,0,0,0,0,0
1509,1509,9,13,13,13,14,0,7,12,13,12,13,0
1510,1510,0,7,0,0,0,0,0,8,0,0,0,0
1511,1511,0,1,1,0,0,0,0,6,0,0,0,0
1512,1512,0,5,8,4,10,0,0,5,8,4,12.50,0
1513,1513,0,0,0,0,0,0,0,0,0,0,0,0
1514,1514,0,6,6,6,13.50,0,0,6,6,6,14.33,0
1515,1515,0,7,0,0,0,0,0,8,0,0,0,0
1516,1516,15,17,18,17,13.39,0,15,17,18,17,14.89,0
1517,1517,0,7,0,0,0,0,0,8,0,0,0,0
1518,1518,6,12,12,12,13.58,0,4,11,12,11,13.58,0
1519,1519,0,0,0,0,0,0,0,0,0,0,0,0
1520,1520,0,5,5,0,0,0,0,5,5,0,0,0
1521,1521,0,5,9,1,10,0,0,5,5,0,0,0
1522,1522,0,5,5,5,15.20,0,0,5,5,5,15.20,0
1523,1523,0,6,12,4,12.80,0,0,6,17,0,0,0
1524,1524,0,5,7,5,11.17,0,0,5,5,4,11,0
1525,1525,0,0,0,0,0,0,0,0,0,0,0,0
1526,1526,0,8,9,7,12.83,0,0,8,9,7,12.83,0
1527,1527,0,6,6,6,12.50,0,0,6,10,4,12.60,0
1528,1528,0,5,12,3,10,0,0,5,10,3,12.40,0
1529,1529,0,6,6,6,11.50,0,0,6,10,4,13.25,0
1530,1530,0,8,11,7,11.33,0,0,8,11,7,11.33,0
1531,1531,0,6,15,2,13,2,0,6,13,3,13,1
1532,1532,0,7,7,6,13.03,0,0,7,7,6,13.03,0
1533,1533,0,6,8,6,12.17,0,0,6,7,4,11.75,0
1534,1534,0,5,6,4,14.50,0,0,5,10,3,16.20,0
1535,1535,0,5,7,5,14.40,1,0,5,5,5,13.60,0
1536,1536,2,6,10,4,12.25,0,3,7,9,6,12.50,0
1537,1537,0,7,14,0,0,0,0,7,14,0,0,0
1538,1538,0,6,6,6,12.67,0,0,6,6,6,12,0
1539,1539,0,6,14,2,12,0,0,6,14,3,11.67,0
1540,1540,0,5,6,0,0,0,0,5,5,0,0,0
1541,1541,0,5,5,3,11.67,0,0,5,10,4,10.80,0
1542,1542,0,6,0,0,0,0,0,6,0,0,0,0
1543,1543,0,5,12,1,10,0,0,5,10,0,0,0
1544,1544,0,7,8,0,0,1,0,6,9,0,0,0
1545,1545,0,6,11,4,12.25,0,0,6,16,3,12,0
1546,1546,0,6,10,4,12,1,0,6,6,6,12.50,0
1547,1547,0,6,7,5,12.60,0,0,6,6,5,11.80,0
1548,1548,0,5,5,0,0,0,0,5,5,0,0,0
1549,1549,0,5,5,0,0,0,0,5,10,0,0,0
1550,1550,0,8,8,0,0,1,0,8,8,0,0,1
1551,1551,11,16,16,16,12.69,0,11,13,13,13,12,0
1552,1552,9,13,22,10,10.40,0,4,9,18,6,10.67,0
