ParentDetailID;ParentID;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation
582.00;582.00;12.00;1.00;5.00;5.00
583.00;583.00;1.00;19.00;8.00;7.00
584.00;584.00;37.00;38.00;9.00;8.00
585.00;585.00;37.00;37.00;7.00;7.00
586.00;586.00;1.00;19.00;3.00;3.00
587.00;587.00;38.00;19.00;90.00;90.00
588.00;588.00;38.00;38.00;9.00;8.00
589.00;589.00;37.00;37.00;9.00;3.00
590.00;590.00;37.00;1.00;5.00;4.00
591.00;591.00;19.00;1.00;9.00;3.00
592.00;592.00;3.00;19.00;2.00;8.00
593.00;593.00;37.00;1.00;9.00;4.00
594.00;594.00;1.00;19.00;4.00;8.00
595.00;595.00;37.00;37.00;4.00;6.00
596.00;596.00;37.00;37.00;9.00;9.00
597.00;597.00;38.00;12.00;7.00;.00
598.00;598.00;37.00;1.00;9.00;10.00
599.00;599.00;19.00;37.00;7.00;4.00
600.00;600.00;38.00;37.00;9.00;9.00
601.00;601.00;19.00;38.00;9.00;9.00
602.00;602.00;19.00;38.00;5.00;7.00
603.00;603.00;1.00;1.00;9.00;4.00
604.00;604.00;1.00;1.00;4.00;4.00
605.00;605.00;1.00;37.00;3.00;8.00
606.00;606.00;9.00;1.00;6.00;6.00
607.00;607.00;19.00;3.00;3.00;2.00
608.00;608.00;38.00;19.00;7.00;7.00
609.00;609.00;19.00;38.00;194.00;193.00
610.00;610.00;38.00;37.00;6.00;5.00
611.00;611.00;37.00;37.00;191.00;182.00
612.00;612.00;1.00;37.00;4.00;7.00
613.00;613.00;1.00;1.00;1.00;1.00
614.00;614.00;1.00;19.00;5.00;7.00
615.00;615.00;19.00;37.00;9.00;9.00
616.00;616.00;1.00;37.00;9.00;9.00
617.00;617.00;37.00;37.00;7.00;8.00
618.00;618.00;37.00;37.00;9.00;8.00
619.00;619.00;19.00;37.00;4.00;7.00
620.00;620.00;3.00;1.00;2.00;3.00
621.00;621.00;3.00;19.00;4.00;5.00
622.00;622.00;1.00;38.00;4.00;3.00
623.00;623.00;38.00;38.00;9.00;7.00
624.00;624.00;38.00;37.00;7.00;5.00
625.00;625.00;38.00;37.00;9.00;9.00
626.00;626.00;19.00;19.00;9.00;8.00
627.00;627.00;37.00;38.00;6.00;6.00
628.00;628.00;19.00;37.00;9.00;7.00
629.00;629.00;1.00;38.00;5.00;6.00
630.00;630.00;19.00;37.00;9.00;9.00
631.00;631.00;19.00;37.00;9.00;9.00
632.00;632.00;1.00;38.00;4.00;9.00
633.00;633.00;1.00;19.00;5.00;7.00
634.00;634.00;38.00;38.00;191.00;193.00
635.00;635.00;37.00;37.00;9.00;7.00
636.00;636.00;37.00;37.00;7.00;5.00
637.00;637.00;37.00;37.00;9.00;9.00
638.00;638.00;38.00;1.00;9.00;4.00
639.00;639.00;1.00;1.00;4.00;5.00
640.00;640.00;1.00;1.00;3.00;3.00
641.00;641.00;37.00;37.00;9.00;.00
642.00;642.00;37.00;37.00;9.00;9.00
643.00;643.00;37.00;38.00;4.00;9.00
644.00;644.00;37.00;38.00;7.00;7.00
645.00;645.00;38.00;38.00;7.00;7.00
646.00;646.00;19.00;37.00;9.00;9.00
647.00;647.00;37.00;1.00;3.00;5.00
648.00;648.00;19.00;19.00;9.00;7.00
649.00;649.00;1.00;19.00;4.00;3.00
650.00;650.00;1.00;38.00;5.00;1.00
651.00;651.00;19.00;1.00;5.00;.00
652.00;652.00;1.00;1.00;5.00;5.00
653.00;653.00;1.00;5.00;4.00;3.00
654.00;654.00;38.00;38.00;6.00;9.00
655.00;655.00;19.00;38.00;3.00;5.00
656.00;656.00;19.00;38.00;9.00;6.00
657.00;657.00;37.00;19.00;5.00;10.00
658.00;658.00;1.00;38.00;5.00;7.00
659.00;659.00;1.00;19.00;5.00;10.00
660.00;660.00;19.00;19.00;9.00;9.00
661.00;661.00;1.00;3.00;4.00;2.00
662.00;662.00;19.00;19.00;194.00;193.00
663.00;663.00;1.00;19.00;4.00;1.00
664.00;664.00;37.00;37.00;.00;.00
665.00;665.00;3.00;3.00;9.00;7.00
666.00;666.00;3.00;3.00;6.00;6.00
667.00;667.00;37.00;38.00;5.00;5.00
668.00;668.00;38.00;38.00;5.00;7.00
669.00;669.00;1.00;19.00;4.00;8.00
670.00;670.00;19.00;37.00;5.00;7.00
671.00;671.00;37.00;1.00;9.00;9.00
672.00;672.00;37.00;38.00;90.00;7.00
673.00;673.00;1.00;19.00;9.00;7.00
674.00;674.00;19.00;19.00;3.00;3.00
675.00;675.00;38.00;38.00;5.00;8.00
676.00;676.00;37.00;37.00;9.00;9.00
677.00;677.00;1.00;19.00;5.00;7.00
678.00;678.00;37.00;19.00;7.00;7.00
679.00;679.00;37.00;37.00;.00;.00
680.00;680.00;3.00;3.00;2.00;5.00
681.00;681.00;19.00;38.00;9.00;9.00
682.00;682.00;1.00;1.00;4.00;6.00
683.00;683.00;1.00;1.00;4.00;5.00
684.00;684.00;37.00;37.00;9.00;10.00
685.00;685.00;37.00;37.00;9.00;9.00
686.00;686.00;37.00;37.00;9.00;9.00
687.00;687.00;37.00;37.00;1.00;9.00
688.00;688.00;38.00;19.00;9.00;8.00
689.00;689.00;37.00;1.00;9.00;2.00
690.00;690.00;37.00;37.00;9.00;7.00
691.00;691.00;37.00;38.00;9.00;4.00
692.00;692.00;37.00;37.00;9.00;7.00
693.00;693.00;19.00;19.00;9.00;3.00
694.00;694.00;38.00;37.00;9.00;8.00
695.00;695.00;2.00;1.00;2.00;9.00
696.00;696.00;3.00;1.00;5.00;5.00
697.00;697.00;37.00;37.00;.00;.00
698.00;698.00;3.00;1.00;2.00;1.00
699.00;699.00;1.00;38.00;9.00;1.00
700.00;700.00;37.00;38.00;5.00;7.00
701.00;701.00;2.00;2.00;6.00;6.00
702.00;702.00;37.00;19.00;9.00;3.00
703.00;703.00;5.00;5.00;2.00;2.00
704.00;704.00;37.00;37.00;9.00;9.00
705.00;705.00;37.00;37.00;9.00;9.00
706.00;706.00;37.00;37.00;9.00;9.00
707.00;707.00;19.00;1.00;4.00;8.00
708.00;708.00;37.00;37.00;9.00;6.00
709.00;709.00;1.00;19.00;9.00;9.00
710.00;710.00;37.00;11.00;9.00;7.00
711.00;711.00;38.00;38.00;90.00;90.00
712.00;712.00;37.00;37.00;9.00;8.00
713.00;713.00;37.00;37.00;90.00;90.00
714.00;714.00;3.00;3.00;2.00;2.00
715.00;715.00;37.00;37.00;6.00;6.00
716.00;716.00;19.00;37.00;4.00;10.00
717.00;717.00;34.00;36.00;.00;90.00
718.00;718.00;2.00;1.00;3.00;9.00
719.00;719.00;37.00;37.00;9.00;9.00
720.00;720.00;38.00;1.00;8.00;10.00
721.00;721.00;38.00;38.00;4.00;4.00
722.00;722.00;19.00;1.00;3.00;7.00
723.00;723.00;19.00;38.00;9.00;5.00
724.00;724.00;37.00;37.00;90.00;5.00
725.00;725.00;37.00;26.00;90.00;10.00
726.00;726.00;37.00;38.00;9.00;7.00
727.00;727.00;12.00;5.00;3.00;3.00
728.00;728.00;37.00;37.00;9.00;9.00
729.00;729.00;19.00;1.00;4.00;7.00
730.00;730.00;3.00;2.00;2.00;2.00
731.00;731.00;19.00;37.00;9.00;9.00
732.00;732.00;2.00;1.00;4.00;6.00
733.00;733.00;1.00;19.00;6.00;6.00
734.00;734.00;19.00;37.00;4.00;7.00
735.00;735.00;37.00;37.00;6.00;7.00
736.00;736.00;3.00;3.00;4.00;10.00
737.00;737.00;3.00;37.00;3.00;7.00
738.00;738.00;37.00;37.00;5.00;7.00
739.00;739.00;1.00;3.00;3.00;7.00
740.00;740.00;1.00;19.00;8.00;8.00
741.00;741.00;19.00;19.00;9.00;7.00
742.00;742.00;3.00;3.00;2.00;2.00
743.00;743.00;3.00;3.00;3.00;3.00
744.00;744.00;1.00;19.00;4.00;8.00
745.00;745.00;1.00;1.00;9.00;9.00
746.00;746.00;1.00;1.00;4.00;5.00
747.00;747.00;1.00;19.00;4.00;4.00
748.00;748.00;38.00;38.00;9.00;6.00
749.00;749.00;1.00;1.00;90.00;3.00
750.00;750.00;1.00;1.00;5.00;3.00
751.00;751.00;38.00;37.00;5.00;5.00
752.00;752.00;37.00;37.00;9.00;9.00
753.00;753.00;37.00;37.00;3.00;3.00
754.00;754.00;19.00;37.00;7.00;9.00
755.00;755.00;37.00;37.00;9.00;9.00
756.00;756.00;1.00;19.00;4.00;5.00
757.00;757.00;1.00;1.00;9.00;5.00
758.00;758.00;37.00;2.00;9.00;4.00
759.00;759.00;1.00;1.00;3.00;3.00
760.00;760.00;37.00;37.00;9.00;9.00
761.00;761.00;3.00;3.00;2.00;2.00
762.00;762.00;3.00;19.00;1.00;10.00
763.00;763.00;37.00;37.00;9.00;9.00
764.00;764.00;1.00;3.00;192.00;3.00
765.00;765.00;1.00;1.00;5.00;5.00
766.00;766.00;38.00;38.00;5.00;10.00
767.00;767.00;1.00;1.00;4.00;4.00
768.00;768.00;1.00;37.00;4.00;1.00
769.00;769.00;37.00;37.00;9.00;7.00
770.00;770.00;19.00;19.00;5.00;5.00
771.00;771.00;1.00;1.00;9.00;9.00
772.00;772.00;1.00;19.00;5.00;5.00
773.00;773.00;1.00;19.00;4.00;9.00
774.00;774.00;38.00;1.00;4.00;10.00
775.00;775.00;3.00;1.00;2.00;8.00
776.00;776.00;1.00;1.00;4.00;7.00
777.00;777.00;2.00;1.00;4.00;4.00
778.00;778.00;3.00;2.00;4.00;2.00
779.00;779.00;3.00;3.00;132.00;132.00
780.00;780.00;1.00;19.00;5.00;5.00
781.00;781.00;38.00;38.00;7.00;7.00
782.00;782.00;1.00;1.00;5.00;4.00
783.00;783.00;19.00;37.00;3.00;8.00
784.00;784.00;3.00;3.00;1.00;3.00
785.00;785.00;1.00;34.00;9.00;9.00
786.00;786.00;1.00;1.00;1.00;1.00
787.00;787.00;3.00;3.00;1.00;2.00
788.00;788.00;3.00;1.00;4.00;5.00
789.00;789.00;37.00;37.00;.00;90.00
790.00;790.00;19.00;1.00;5.00;4.00
791.00;791.00;1.00;19.00;9.00;9.00
792.00;792.00;3.00;3.00;2.00;2.00
793.00;793.00;1.00;40.00;9.00;2.00
794.00;794.00;3.00;1.00;2.00;5.00
795.00;795.00;19.00;19.00;3.00;3.00
796.00;796.00;38.00;38.00;5.00;8.00
797.00;797.00;1.00;1.00;9.00;8.00
798.00;798.00;1.00;1.00;4.00;8.00
799.00;799.00;1.00;37.00;9.00;9.00
800.00;800.00;3.00;1.00;3.00;7.00
801.00;801.00;40.00;19.00;3.00;5.00
802.00;802.00;19.00;1.00;9.00;8.00
803.00;803.00;19.00;19.00;5.00;5.00
804.00;804.00;38.00;38.00;9.00;9.00
805.00;805.00;1.00;3.00;5.00;3.00
806.00;806.00;19.00;1.00;9.00;3.00
807.00;807.00;1.00;38.00;3.00;5.00
808.00;808.00;3.00;3.00;2.00;10.00
809.00;809.00;1.00;3.00;4.00;7.00
810.00;810.00;3.00;1.00;9.00;3.00
811.00;811.00;1.00;1.00;9.00;4.00
812.00;812.00;19.00;38.00;5.00;7.00
813.00;813.00;19.00;38.00;9.00;9.00
814.00;814.00;3.00;4.00;3.00;3.00
815.00;815.00;19.00;3.00;4.00;4.00
816.00;816.00;1.00;1.00;4.00;4.00
817.00;817.00;1.00;37.00;4.00;5.00
818.00;818.00;1.00;1.00;4.00;4.00
819.00;819.00;19.00;37.00;3.00;5.00
820.00;820.00;34.00;37.00;9.00;90.00
821.00;821.00;19.00;19.00;9.00;9.00
822.00;822.00;12.00;19.00;9.00;3.00
823.00;823.00;1.00;19.00;4.00;7.00
824.00;824.00;19.00;19.00;9.00;9.00
825.00;825.00;1.00;1.00;9.00;9.00
826.00;826.00;1.00;3.00;4.00;3.00
827.00;827.00;1.00;1.00;5.00;7.00
828.00;828.00;1.00;3.00;9.00;7.00
829.00;829.00;19.00;19.00;4.00;5.00
830.00;830.00;3.00;19.00;3.00;5.00
831.00;831.00;39.00;3.00;3.00;3.00
832.00;832.00;34.00;34.00;.00;.00
833.00;833.00;1.00;3.00;9.00;2.00
834.00;834.00;37.00;37.00;9.00;6.00
835.00;835.00;37.00;37.00;90.00;5.00
836.00;836.00;3.00;1.00;3.00;4.00
837.00;837.00;3.00;3.00;3.00;4.00
838.00;838.00;1.00;37.00;152.00;193.00
839.00;839.00;3.00;1.00;2.00;8.00
840.00;840.00;38.00;1.00;3.00;10.00
841.00;841.00;3.00;3.00;9.00;9.00
842.00;842.00;3.00;1.00;3.00;4.00
843.00;843.00;3.00;34.00;3.00;.00
844.00;844.00;37.00;38.00;9.00;5.00
845.00;845.00;38.00;34.00;9.00;9.00
846.00;846.00;37.00;37.00;9.00;8.00
847.00;847.00;1.00;1.00;194.00;131.00
848.00;848.00;19.00;19.00;9.00;9.00
849.00;849.00;1.00;1.00;2.00;5.00
850.00;850.00;1.00;19.00;4.00;4.00
851.00;851.00;3.00;3.00;1.00;1.00
852.00;852.00;19.00;19.00;4.00;5.00
853.00;853.00;19.00;19.00;9.00;9.00
854.00;854.00;1.00;19.00;9.00;9.00
855.00;855.00;19.00;19.00;5.00;5.00
856.00;856.00;1.00;39.00;4.00;1.00
857.00;857.00;1.00;19.00;4.00;3.00
858.00;858.00;37.00;1.00;9.00;10.00
859.00;859.00;19.00;37.00;4.00;6.00
860.00;860.00;34.00;38.00;.00;3.00
861.00;861.00;1.00;2.00;5.00;4.00
862.00;862.00;19.00;38.00;9.00;9.00
863.00;863.00;1.00;19.00;5.00;8.00
864.00;864.00;38.00;19.00;9.00;8.00
865.00;865.00;1.00;1.00;5.00;4.00
866.00;866.00;1.00;1.00;4.00;10.00
867.00;867.00;1.00;38.00;90.00;90.00
868.00;868.00;37.00;38.00;3.00;7.00
869.00;869.00;19.00;19.00;4.00;5.00
870.00;870.00;19.00;1.00;9.00;7.00
871.00;871.00;1.00;1.00;191.00;193.00
872.00;872.00;34.00;34.00;.00;.00
873.00;873.00;19.00;19.00;5.00;5.00
874.00;874.00;1.00;1.00;1.00;1.00
875.00;875.00;1.00;19.00;194.00;194.00
876.00;876.00;38.00;38.00;9.00;9.00
877.00;877.00;38.00;19.00;9.00;9.00
878.00;878.00;19.00;19.00;4.00;5.00
879.00;879.00;19.00;19.00;7.00;10.00
880.00;880.00;19.00;1.00;9.00;3.00
881.00;881.00;38.00;38.00;9.00;8.00
882.00;882.00;3.00;2.00;2.00;5.00
883.00;883.00;19.00;37.00;9.00;6.00
884.00;884.00;37.00;37.00;4.00;7.00
885.00;885.00;2.00;38.00;4.00;9.00
886.00;886.00;34.00;34.00;.00;.00
887.00;887.00;38.00;14.00;.00;.00
888.00;888.00;37.00;37.00;9.00;7.00
889.00;889.00;19.00;19.00;4.00;7.00
890.00;890.00;38.00;38.00;9.00;5.00
891.00;891.00;1.00;19.00;9.00;9.00
892.00;892.00;37.00;38.00;175.00;193.00
893.00;893.00;37.00;37.00;9.00;9.00
894.00;894.00;37.00;12.00;9.00;4.00
895.00;895.00;1.00;1.00;4.00;7.00
896.00;896.00;1.00;37.00;4.00;9.00
897.00;897.00;37.00;37.00;5.00;5.00
898.00;898.00;19.00;37.00;5.00;9.00
899.00;899.00;38.00;19.00;9.00;5.00
900.00;900.00;19.00;19.00;7.00;7.00
901.00;901.00;19.00;19.00;9.00;7.00
902.00;902.00;38.00;38.00;5.00;5.00
903.00;903.00;37.00;38.00;7.00;7.00
904.00;904.00;37.00;1.00;9.00;4.00
905.00;905.00;19.00;19.00;9.00;9.00
906.00;906.00;1.00;1.00;5.00;5.00
907.00;907.00;1.00;1.00;7.00;7.00
908.00;908.00;19.00;38.00;7.00;6.00
909.00;909.00;19.00;1.00;5.00;5.00
910.00;910.00;38.00;19.00;7.00;10.00
911.00;911.00;37.00;37.00;9.00;5.00
912.00;912.00;19.00;1.00;5.00;4.00
913.00;913.00;37.00;37.00;9.00;9.00
914.00;914.00;37.00;37.00;9.00;7.00
915.00;915.00;37.00;37.00;9.00;6.00
916.00;916.00;19.00;19.00;4.00;5.00
917.00;917.00;34.00;34.00;90.00;90.00
918.00;918.00;37.00;37.00;8.00;10.00
919.00;919.00;37.00;38.00;9.00;4.00
920.00;920.00;37.00;1.00;9.00;7.00
921.00;921.00;37.00;37.00;9.00;3.00
922.00;922.00;37.00;37.00;9.00;9.00
923.00;923.00;1.00;3.00;4.00;2.00
924.00;924.00;37.00;37.00;9.00;6.00
925.00;925.00;37.00;37.00;9.00;9.00
926.00;926.00;37.00;37.00;9.00;7.00
927.00;927.00;19.00;20.00;4.00;90.00
928.00;928.00;37.00;37.00;6.00;8.00
929.00;929.00;37.00;19.00;191.00;163.00
930.00;930.00;19.00;37.00;.00;.00
931.00;931.00;37.00;38.00;7.00;7.00
932.00;932.00;19.00;38.00;9.00;9.00
933.00;933.00;37.00;37.00;7.00;7.00
934.00;934.00;37.00;37.00;9.00;9.00
935.00;935.00;3.00;1.00;2.00;5.00
936.00;936.00;1.00;1.00;3.00;3.00
937.00;937.00;38.00;38.00;9.00;9.00
938.00;938.00;37.00;37.00;6.00;6.00
939.00;939.00;19.00;38.00;4.00;10.00
940.00;940.00;37.00;37.00;90.00;7.00
941.00;941.00;19.00;19.00;5.00;5.00
942.00;942.00;37.00;19.00;9.00;4.00
943.00;943.00;37.00;37.00;9.00;9.00
944.00;944.00;1.00;19.00;9.00;10.00
945.00;945.00;37.00;37.00;9.00;7.00
946.00;946.00;37.00;37.00;7.00;7.00
947.00;947.00;3.00;19.00;3.00;3.00
948.00;948.00;3.00;5.00;.00;2.00
949.00;949.00;34.00;34.00;.00;.00
950.00;950.00;37.00;3.00;9.00;2.00
951.00;951.00;37.00;37.00;9.00;9.00
952.00;952.00;37.00;37.00;9.00;9.00
953.00;953.00;1.00;19.00;4.00;8.00
954.00;954.00;19.00;1.00;1.00;10.00
955.00;955.00;3.00;1.00;2.00;9.00
956.00;956.00;1.00;1.00;4.00;90.00
957.00;957.00;19.00;37.00;9.00;9.00
958.00;958.00;38.00;1.00;9.00;4.00
959.00;959.00;1.00;19.00;5.00;5.00
960.00;960.00;14.00;11.00;.00;.00
961.00;961.00;34.00;34.00;.00;.00
962.00;962.00;37.00;37.00;9.00;9.00
963.00;963.00;3.00;1.00;2.00;4.00
964.00;964.00;38.00;38.00;5.00;5.00
965.00;965.00;1.00;3.00;3.00;7.00
966.00;966.00;4.00;1.00;2.00;8.00
967.00;967.00;19.00;37.00;9.00;5.00
968.00;968.00;37.00;19.00;9.00;10.00
969.00;969.00;34.00;34.00;.00;.00
970.00;970.00;1.00;38.00;3.00;5.00
971.00;971.00;34.00;34.00;.00;.00
972.00;972.00;37.00;38.00;7.00;3.00
973.00;973.00;37.00;37.00;7.00;7.00
974.00;974.00;37.00;37.00;7.00;7.00
975.00;975.00;37.00;19.00;9.00;3.00
976.00;976.00;1.00;19.00;9.00;3.00
977.00;977.00;38.00;38.00;9.00;8.00
978.00;978.00;19.00;19.00;192.00;144.00
979.00;979.00;19.00;37.00;7.00;5.00
980.00;980.00;1.00;38.00;9.00;6.00
981.00;981.00;35.00;35.00;6.00;6.00
982.00;982.00;19.00;19.00;4.00;4.00
983.00;983.00;1.00;38.00;4.00;5.00
984.00;984.00;38.00;38.00;9.00;3.00
985.00;985.00;1.00;1.00;2.00;10.00
986.00;986.00;19.00;19.00;3.00;3.00
987.00;987.00;1.00;1.00;4.00;6.00
988.00;988.00;1.00;1.00;5.00;.00
989.00;989.00;2.00;2.00;3.00;4.00
990.00;990.00;19.00;38.00;9.00;1.00
991.00;991.00;1.00;3.00;9.00;2.00
992.00;992.00;3.00;3.00;2.00;2.00
993.00;993.00;1.00;3.00;3.00;3.00
994.00;994.00;3.00;19.00;4.00;9.00
995.00;995.00;37.00;37.00;191.00;192.00
996.00;996.00;37.00;37.00;9.00;8.00
997.00;997.00;3.00;1.00;134.00;135.00
998.00;998.00;19.00;1.00;6.00;4.00
999.00;999.00;1.00;19.00;3.00;3.00
1,000.00;1,000.00;34.00;34.00;.00;.00
1,001.00;1,001.00;38.00;1.00;5.00;5.00
1,002.00;1,002.00;19.00;38.00;9.00;9.00
1,003.00;1,003.00;3.00;4.00;2.00;5.00
1,004.00;1,004.00;19.00;19.00;7.00;7.00
1,005.00;1,005.00;1.00;3.00;3.00;4.00
1,006.00;1,006.00;3.00;19.00;5.00;5.00
1,007.00;1,007.00;37.00;37.00;9.00;6.00
1,008.00;1,008.00;37.00;37.00;9.00;10.00
1,009.00;1,009.00;19.00;37.00;5.00;5.00
1,010.00;1,010.00;1.00;38.00;3.00;3.00
1,011.00;1,011.00;19.00;19.00;9.00;10.00
1,012.00;1,012.00;19.00;1.00;4.00;3.00
1,013.00;1,013.00;1.00;38.00;4.00;5.00
1,014.00;1,014.00;19.00;1.00;4.00;5.00
1,015.00;1,015.00;37.00;38.00;191.00;143.00
1,016.00;1,016.00;19.00;19.00;9.00;8.00
1,017.00;1,017.00;37.00;1.00;9.00;9.00
1,018.00;1,018.00;3.00;1.00;3.00;5.00
1,019.00;1,019.00;19.00;37.00;9.00;99.00
1,020.00;1,020.00;1.00;1.00;4.00;9.00
1,021.00;1,021.00;1.00;38.00;4.00;7.00
1,022.00;1,022.00;19.00;1.00;4.00;9.00
1,023.00;1,023.00;41.00;3.00;2.00;2.00
1,024.00;1,024.00;38.00;38.00;9.00;9.00
1,025.00;1,025.00;38.00;38.00;191.00;171.00
1,026.00;1,026.00;1.00;19.00;4.00;90.00
1,027.00;1,027.00;30.00;19.00;4.00;90.00
1,028.00;1,028.00;19.00;37.00;9.00;9.00
1,029.00;1,029.00;19.00;19.00;9.00;4.00
1,030.00;1,030.00;1.00;1.00;9.00;9.00
1,031.00;1,031.00;1.00;19.00;4.00;3.00
1,032.00;1,032.00;19.00;37.00;5.00;7.00
1,033.00;1,033.00;37.00;37.00;8.00;8.00
1,034.00;1,034.00;1.00;37.00;9.00;9.00
1,035.00;1,035.00;38.00;19.00;7.00;7.00
1,036.00;1,036.00;1.00;38.00;9.00;7.00
1,037.00;1,037.00;1.00;38.00;9.00;7.00
1,038.00;1,038.00;1.00;3.00;4.00;2.00
1,039.00;1,039.00;1.00;38.00;4.00;9.00
1,040.00;1,040.00;3.00;1.00;2.00;5.00
1,041.00;1,041.00;1.00;19.00;4.00;5.00
1,042.00;1,042.00;37.00;37.00;9.00;7.00
1,043.00;1,043.00;37.00;37.00;9.00;6.00
1,044.00;1,044.00;38.00;38.00;9.00;9.00
1,045.00;1,045.00;19.00;19.00;4.00;7.00
1,046.00;1,046.00;1.00;19.00;4.00;9.00
1,047.00;1,047.00;3.00;38.00;2.00;10.00
1,048.00;1,048.00;2.00;1.00;4.00;4.00
1,049.00;1,049.00;1.00;19.00;9.00;6.00
1,050.00;1,050.00;38.00;38.00;5.00;5.00
1,051.00;1,051.00;1.00;38.00;4.00;8.00
1,052.00;1,052.00;19.00;37.00;4.00;7.00
1,053.00;1,053.00;3.00;3.00;4.00;5.00
1,054.00;1,054.00;3.00;3.00;2.00;2.00
1,055.00;1,055.00;37.00;37.00;9.00;7.00
1,056.00;1,056.00;19.00;19.00;5.00;7.00
1,057.00;1,057.00;1.00;37.00;4.00;4.00
1,058.00;1,058.00;1.00;38.00;1.00;7.00
1,059.00;1,059.00;1.00;19.00;1.00;5.00
1,060.00;1,060.00;19.00;19.00;4.00;10.00
1,061.00;1,061.00;1.00;19.00;5.00;5.00
1,062.00;1,062.00;19.00;19.00;7.00;7.00
1,063.00;1,063.00;37.00;11.00;9.00;10.00
1,064.00;1,064.00;19.00;1.00;4.00;4.00
1,065.00;1,065.00;19.00;1.00;5.00;10.00
1,066.00;1,066.00;19.00;1.00;5.00;10.00
1,067.00;1,067.00;38.00;37.00;5.00;6.00
1,068.00;1,068.00;37.00;38.00;3.00;3.00
1,069.00;1,069.00;1.00;19.00;9.00;8.00
1,070.00;1,070.00;19.00;19.00;9.00;9.00
1,071.00;1,071.00;1.00;1.00;4.00;4.00
1,072.00;1,072.00;19.00;19.00;8.00;8.00
1,073.00;1,073.00;38.00;37.00;5.00;5.00
1,074.00;1,074.00;3.00;3.00;1.00;90.00
1,075.00;1,075.00;37.00;37.00;9.00;5.00
1,076.00;1,076.00;19.00;19.00;4.00;7.00
1,077.00;1,077.00;19.00;38.00;9.00;9.00
1,078.00;1,078.00;37.00;37.00;5.00;9.00
1,079.00;1,079.00;3.00;1.00;2.00;3.00
1,080.00;1,080.00;1.00;37.00;4.00;9.00
1,081.00;1,081.00;1.00;19.00;4.00;.00
1,082.00;1,082.00;19.00;19.00;9.00;9.00
1,083.00;1,083.00;5.00;1.00;2.00;10.00
1,084.00;1,084.00;1.00;19.00;9.00;4.00
1,085.00;1,085.00;19.00;1.00;9.00;3.00
1,086.00;1,086.00;3.00;1.00;2.00;1.00
1,087.00;1,087.00;12.00;38.00;9.00;5.00
1,088.00;1,088.00;38.00;19.00;132.00;103.00
1,089.00;1,089.00;1.00;1.00;4.00;.00
1,090.00;1,090.00;19.00;19.00;5.00;7.00
1,091.00;1,091.00;1.00;1.00;4.00;5.00
1,092.00;1,092.00;19.00;19.00;5.00;8.00
1,093.00;1,093.00;37.00;38.00;.00;7.00
1,094.00;1,094.00;19.00;19.00;4.00;4.00
1,095.00;1,095.00;19.00;1.00;9.00;9.00
1,096.00;1,096.00;37.00;37.00;9.00;9.00
1,097.00;1,097.00;12.00;3.00;5.00;8.00
1,098.00;1,098.00;37.00;38.00;9.00;9.00
1,099.00;1,099.00;1.00;4.00;5.00;3.00
1,100.00;1,100.00;19.00;37.00;1.00;9.00
1,101.00;1,101.00;19.00;19.00;9.00;9.00
1,102.00;1,102.00;19.00;19.00;9.00;9.00
1,103.00;1,103.00;38.00;38.00;7.00;5.00
1,104.00;1,104.00;3.00;19.00;9.00;9.00
1,105.00;1,105.00;19.00;19.00;.00;5.00
1,106.00;1,106.00;37.00;38.00;9.00;9.00
1,107.00;1,107.00;34.00;34.00;.00;.00
1,108.00;1,108.00;38.00;19.00;8.00;8.00
1,109.00;1,109.00;19.00;37.00;5.00;9.00
1,110.00;1,110.00;19.00;36.00;90.00;7.00
1,111.00;1,111.00;38.00;38.00;6.00;6.00
1,112.00;1,112.00;1.00;19.00;6.00;7.00
1,113.00;1,113.00;38.00;19.00;9.00;7.00
1,114.00;1,114.00;38.00;38.00;3.00;3.00
1,115.00;1,115.00;19.00;19.00;9.00;7.00
1,116.00;1,116.00;38.00;37.00;9.00;7.00
1,117.00;1,117.00;3.00;38.00;1.00;9.00
1,118.00;1,118.00;38.00;19.00;9.00;5.00
1,119.00;1,119.00;37.00;37.00;9.00;9.00
1,120.00;1,120.00;19.00;38.00;5.00;9.00
1,121.00;1,121.00;38.00;19.00;9.00;9.00
1,122.00;1,122.00;1.00;1.00;5.00;5.00
1,123.00;1,123.00;1.00;19.00;4.00;8.00
1,124.00;1,124.00;37.00;38.00;9.00;9.00
1,125.00;1,125.00;38.00;37.00;9.00;9.00
1,126.00;1,126.00;37.00;38.00;9.00;9.00
1,127.00;1,127.00;3.00;37.00;2.00;10.00
1,128.00;1,128.00;37.00;38.00;9.00;9.00
1,129.00;1,129.00;37.00;37.00;9.00;6.00
1,130.00;1,130.00;37.00;38.00;5.00;8.00
1,131.00;1,131.00;19.00;37.00;7.00;7.00
1,132.00;1,132.00;1.00;2.00;9.00;3.00
1,133.00;1,133.00;37.00;37.00;194.00;171.00
1,134.00;1,134.00;19.00;1.00;9.00;5.00
1,135.00;1,135.00;37.00;37.00;5.00;6.00
1,136.00;1,136.00;37.00;37.00;5.00;6.00
1,137.00;1,137.00;37.00;38.00;9.00;9.00
1,138.00;1,138.00;1.00;38.00;4.00;9.00
1,139.00;1,139.00;38.00;37.00;3.00;3.00
1,140.00;1,140.00;19.00;19.00;4.00;6.00
