TargetID;StudentID;Target
1,047.00;1,047.00;Dropout
1,048.00;1,048.00;Graduate
1,049.00;1,049.00;Graduate
1,050.00;1,050.00;Graduate
1,051.00;1,051.00;Graduate
1,052.00;1,052.00;Graduate
1,053.00;1,053.00;Dropout
1,054.00;1,054.00;Graduate
1,055.00;1,055.00;Graduate
1,056.00;1,056.00;Graduate
1,057.00;1,057.00;Dropout
1,058.00;1,058.00;Graduate
1,059.00;1,059.00;Dropout
1,060.00;1,060.00;Graduate
1,061.00;1,061.00;Dropout
1,062.00;1,062.00;Dropout
1,063.00;1,063.00;Graduate
1,064.00;1,064.00;Graduate
1,065.00;1,065.00;Enrolled
1,066.00;1,066.00;Dropout
1,067.00;1,067.00;Graduate
1,068.00;1,068.00;Graduate
1,069.00;1,069.00;Graduate
1,070.00;1,070.00;Graduate
1,071.00;1,071.00;Graduate
1,072.00;1,072.00;Graduate
1,073.00;1,073.00;Enrolled
1,074.00;1,074.00;Graduate
1,075.00;1,075.00;Graduate
1,076.00;1,076.00;Graduate
1,077.00;1,077.00;Dropout
1,078.00;1,078.00;Dropout
1,079.00;1,079.00;Dropout
1,080.00;1,080.00;Graduate
1,081.00;1,081.00;Graduate
1,082.00;1,082.00;Graduate
1,083.00;1,083.00;Enrolled
1,084.00;1,084.00;Graduate
1,085.00;1,085.00;Graduate
1,086.00;1,086.00;Dropout
1,087.00;1,087.00;Graduate
1,088.00;1,088.00;Graduate
1,089.00;1,089.00;Enrolled
1,090.00;1,090.00;Enrolled
1,091.00;1,091.00;Graduate
1,092.00;1,092.00;Dropout
1,093.00;1,093.00;Graduate
1,094.00;1,094.00;Dropout
1,095.00;1,095.00;Graduate
1,096.00;1,096.00;Dropout
1,097.00;1,097.00;Dropout
1,098.00;1,098.00;Graduate
1,099.00;1,099.00;Graduate
1,100.00;1,100.00;Graduate
1,101.00;1,101.00;Dropout
1,102.00;1,102.00;Dropout
1,103.00;1,103.00;Enrolled
1,104.00;1,104.00;Enrolled
1,105.00;1,105.00;Graduate
1,106.00;1,106.00;Dropout
1,107.00;1,107.00;Dropout
1,108.00;1,108.00;Graduate
1,109.00;1,109.00;Dropout
1,110.00;1,110.00;Graduate
1,111.00;1,111.00;Graduate
1,112.00;1,112.00;Graduate
1,113.00;1,113.00;Enrolled
1,114.00;1,114.00;Enrolled
1,115.00;1,115.00;Graduate
1,116.00;1,116.00;Graduate
1,117.00;1,117.00;Dropout
1,118.00;1,118.00;Graduate
1,119.00;1,119.00;Enrolled
1,120.00;1,120.00;Graduate
1,121.00;1,121.00;Enrolled
1,122.00;1,122.00;Graduate
1,123.00;1,123.00;Graduate
1,124.00;1,124.00;Graduate
1,125.00;1,125.00;Graduate
1,126.00;1,126.00;Graduate
1,127.00;1,127.00;Graduate
1,128.00;1,128.00;Graduate
1,129.00;1,129.00;Graduate
1,130.00;1,130.00;Graduate
1,131.00;1,131.00;Graduate
1,132.00;1,132.00;Graduate
1,133.00;1,133.00;Enrolled
1,134.00;1,134.00;Graduate
1,135.00;1,135.00;Dropout
1,136.00;1,136.00;Dropout
1,137.00;1,137.00;Graduate
1,138.00;1,138.00;Dropout
1,139.00;1,139.00;Graduate
1,140.00;1,140.00;Graduate
1,141.00;1,141.00;Graduate
1,142.00;1,142.00;Enrolled
1,143.00;1,143.00;Dropout
1,144.00;1,144.00;Graduate
1,145.00;1,145.00;Enrolled
1,146.00;1,146.00;Graduate
1,147.00;1,147.00;Enrolled
1,148.00;1,148.00;Graduate
1,149.00;1,149.00;Enrolled
1,150.00;1,150.00;Graduate
1,151.00;1,151.00;Graduate
1,152.00;1,152.00;Dropout
1,153.00;1,153.00;Enrolled
1,154.00;1,154.00;Enrolled
1,155.00;1,155.00;Graduate
1,156.00;1,156.00;Enrolled
1,157.00;1,157.00;Dropout
1,158.00;1,158.00;Graduate
1,159.00;1,159.00;Graduate
1,160.00;1,160.00;Graduate
1,161.00;1,161.00;Graduate
1,162.00;1,162.00;Enrolled
1,163.00;1,163.00;Graduate
1,164.00;1,164.00;Graduate
1,165.00;1,165.00;Dropout
1,166.00;1,166.00;Graduate
1,167.00;1,167.00;Dropout
1,168.00;1,168.00;Graduate
1,169.00;1,169.00;Dropout
1,170.00;1,170.00;Graduate
1,171.00;1,171.00;Graduate
1,172.00;1,172.00;Graduate
1,173.00;1,173.00;Dropout
1,174.00;1,174.00;Enrolled
1,175.00;1,175.00;Graduate
1,176.00;1,176.00;Dropout
1,177.00;1,177.00;Graduate
1,178.00;1,178.00;Graduate
1,179.00;1,179.00;Dropout
1,180.00;1,180.00;Graduate
1,181.00;1,181.00;Dropout
1,182.00;1,182.00;Graduate
1,183.00;1,183.00;Graduate
1,184.00;1,184.00;Dropout
1,185.00;1,185.00;Enrolled
1,186.00;1,186.00;Graduate
1,187.00;1,187.00;Enrolled
1,188.00;1,188.00;Dropout
1,189.00;1,189.00;Graduate
1,190.00;1,190.00;Graduate
1,191.00;1,191.00;Dropout
1,192.00;1,192.00;Graduate
1,193.00;1,193.00;Graduate
1,194.00;1,194.00;Graduate
1,195.00;1,195.00;Graduate
1,196.00;1,196.00;Enrolled
1,197.00;1,197.00;Dropout
1,198.00;1,198.00;Dropout
1,199.00;1,199.00;Graduate
1,200.00;1,200.00;Graduate
1,201.00;1,201.00;Graduate
1,202.00;1,202.00;Graduate
1,203.00;1,203.00;Dropout
1,204.00;1,204.00;Graduate
1,205.00;1,205.00;Dropout
1,206.00;1,206.00;Graduate
1,207.00;1,207.00;Graduate
1,208.00;1,208.00;Enrolled
1,209.00;1,209.00;Dropout
1,210.00;1,210.00;Dropout
1,211.00;1,211.00;Dropout
1,212.00;1,212.00;Enrolled
1,213.00;1,213.00;Graduate
1,214.00;1,214.00;Graduate
1,215.00;1,215.00;Enrolled
1,216.00;1,216.00;Graduate
1,217.00;1,217.00;Graduate
1,218.00;1,218.00;Graduate
1,219.00;1,219.00;Graduate
1,220.00;1,220.00;Graduate
1,221.00;1,221.00;Dropout
1,222.00;1,222.00;Graduate
1,223.00;1,223.00;Dropout
1,224.00;1,224.00;Graduate
1,225.00;1,225.00;Graduate
1,226.00;1,226.00;Graduate
1,227.00;1,227.00;Graduate
1,228.00;1,228.00;Graduate
1,229.00;1,229.00;Graduate
1,230.00;1,230.00;Enrolled
1,231.00;1,231.00;Graduate
1,232.00;1,232.00;Graduate
1,233.00;1,233.00;Graduate
1,234.00;1,234.00;Graduate
1,235.00;1,235.00;Graduate
1,236.00;1,236.00;Dropout
1,237.00;1,237.00;Graduate
1,238.00;1,238.00;Dropout
1,239.00;1,239.00;Graduate
1,240.00;1,240.00;Dropout
1,241.00;1,241.00;Dropout
1,242.00;1,242.00;Dropout
1,243.00;1,243.00;Enrolled
1,244.00;1,244.00;Graduate
1,245.00;1,245.00;Dropout
1,246.00;1,246.00;Dropout
1,247.00;1,247.00;Graduate
1,248.00;1,248.00;Dropout
1,249.00;1,249.00;Enrolled
1,250.00;1,250.00;Dropout
1,251.00;1,251.00;Graduate
1,252.00;1,252.00;Graduate
1,253.00;1,253.00;Graduate
1,254.00;1,254.00;Graduate
1,255.00;1,255.00;Enrolled
1,256.00;1,256.00;Dropout
1,257.00;1,257.00;Graduate
1,258.00;1,258.00;Graduate
1,259.00;1,259.00;Graduate
1,260.00;1,260.00;Graduate
1,261.00;1,261.00;Graduate
1,262.00;1,262.00;Dropout
1,263.00;1,263.00;Dropout
1,264.00;1,264.00;Graduate
1,265.00;1,265.00;Graduate
1,266.00;1,266.00;Graduate
1,267.00;1,267.00;Graduate
1,268.00;1,268.00;Graduate
1,269.00;1,269.00;Enrolled
1,270.00;1,270.00;Dropout
1,271.00;1,271.00;Enrolled
1,272.00;1,272.00;Graduate
1,273.00;1,273.00;Dropout
1,274.00;1,274.00;Dropout
1,275.00;1,275.00;Graduate
1,276.00;1,276.00;Graduate
1,277.00;1,277.00;Graduate
1,278.00;1,278.00;Dropout
1,279.00;1,279.00;Enrolled
1,280.00;1,280.00;Graduate
1,281.00;1,281.00;Graduate
1,282.00;1,282.00;Graduate
1,283.00;1,283.00;Dropout
1,284.00;1,284.00;Graduate
1,285.00;1,285.00;Graduate
1,286.00;1,286.00;Dropout
1,287.00;1,287.00;Enrolled
1,288.00;1,288.00;Graduate
1,289.00;1,289.00;Graduate
1,290.00;1,290.00;Graduate
1,291.00;1,291.00;Enrolled
1,292.00;1,292.00;Graduate
1,293.00;1,293.00;Dropout
1,294.00;1,294.00;Graduate
1,295.00;1,295.00;Dropout
1,296.00;1,296.00;Dropout
1,297.00;1,297.00;Dropout
1,298.00;1,298.00;Dropout
1,299.00;1,299.00;Graduate
1,300.00;1,300.00;Enrolled
1,301.00;1,301.00;Dropout
1,302.00;1,302.00;Dropout
1,303.00;1,303.00;Graduate
1,304.00;1,304.00;Graduate
1,305.00;1,305.00;Graduate
1,306.00;1,306.00;Graduate
1,307.00;1,307.00;Graduate
1,308.00;1,308.00;Graduate
1,309.00;1,309.00;Graduate
1,310.00;1,310.00;Graduate
1,311.00;1,311.00;Graduate
1,312.00;1,312.00;Graduate
1,313.00;1,313.00;Graduate
1,314.00;1,314.00;Dropout
1,315.00;1,315.00;Enrolled
1,316.00;1,316.00;Graduate
1,317.00;1,317.00;Enrolled
1,318.00;1,318.00;Dropout
1,319.00;1,319.00;Dropout
1,320.00;1,320.00;Graduate
1,321.00;1,321.00;Graduate
1,322.00;1,322.00;Enrolled
1,323.00;1,323.00;Graduate
1,324.00;1,324.00;Graduate
1,325.00;1,325.00;Enrolled
1,326.00;1,326.00;Graduate
1,327.00;1,327.00;Enrolled
1,328.00;1,328.00;Dropout
1,329.00;1,329.00;Graduate
1,330.00;1,330.00;Enrolled
1,331.00;1,331.00;Graduate
1,332.00;1,332.00;Graduate
1,333.00;1,333.00;Dropout
1,334.00;1,334.00;Enrolled
1,335.00;1,335.00;Graduate
1,336.00;1,336.00;Enrolled
1,337.00;1,337.00;Enrolled
1,338.00;1,338.00;Enrolled
1,339.00;1,339.00;Dropout
1,340.00;1,340.00;Graduate
1,341.00;1,341.00;Graduate
1,342.00;1,342.00;Graduate
1,343.00;1,343.00;Graduate
1,344.00;1,344.00;Graduate
1,345.00;1,345.00;Dropout
1,346.00;1,346.00;Graduate
1,347.00;1,347.00;Graduate
1,348.00;1,348.00;Enrolled
1,349.00;1,349.00;Enrolled
1,350.00;1,350.00;Graduate
1,351.00;1,351.00;Graduate
1,352.00;1,352.00;Graduate
1,353.00;1,353.00;Graduate
1,354.00;1,354.00;Dropout
1,355.00;1,355.00;Enrolled
1,356.00;1,356.00;Enrolled
1,357.00;1,357.00;Dropout
1,358.00;1,358.00;Dropout
1,359.00;1,359.00;Dropout
1,360.00;1,360.00;Dropout
1,361.00;1,361.00;Dropout
1,362.00;1,362.00;Graduate
1,363.00;1,363.00;Dropout
1,364.00;1,364.00;Graduate
1,365.00;1,365.00;Graduate
1,366.00;1,366.00;Dropout
1,367.00;1,367.00;Dropout
1,368.00;1,368.00;Graduate
1,369.00;1,369.00;Dropout
1,370.00;1,370.00;Graduate
1,371.00;1,371.00;Graduate
1,372.00;1,372.00;Graduate
1,373.00;1,373.00;Graduate
1,374.00;1,374.00;Graduate
1,375.00;1,375.00;Dropout
1,376.00;1,376.00;Dropout
1,377.00;1,377.00;Enrolled
1,378.00;1,378.00;Graduate
1,379.00;1,379.00;Dropout
1,380.00;1,380.00;Dropout
1,381.00;1,381.00;Graduate
1,382.00;1,382.00;Dropout
1,383.00;1,383.00;Graduate
1,384.00;1,384.00;Graduate
1,385.00;1,385.00;Graduate
1,386.00;1,386.00;Dropout
1,387.00;1,387.00;Dropout
1,388.00;1,388.00;Graduate
1,389.00;1,389.00;Dropout
1,390.00;1,390.00;Enrolled
1,391.00;1,391.00;Graduate
1,392.00;1,392.00;Graduate
1,393.00;1,393.00;Dropout
1,394.00;1,394.00;Graduate
1,395.00;1,395.00;Graduate
1,396.00;1,396.00;Graduate
1,397.00;1,397.00;Enrolled
1,398.00;1,398.00;Graduate
1,399.00;1,399.00;Graduate
1,400.00;1,400.00;Graduate
1,401.00;1,401.00;Enrolled
1,402.00;1,402.00;Graduate
1,403.00;1,403.00;Graduate
1,404.00;1,404.00;Graduate
1,405.00;1,405.00;Dropout
1,406.00;1,406.00;Dropout
1,407.00;1,407.00;Graduate
1,408.00;1,408.00;Enrolled
1,409.00;1,409.00;Dropout
1,410.00;1,410.00;Graduate
1,411.00;1,411.00;Dropout
1,412.00;1,412.00;Graduate
1,413.00;1,413.00;Graduate
1,414.00;1,414.00;Enrolled
1,415.00;1,415.00;Graduate
1,416.00;1,416.00;Graduate
1,417.00;1,417.00;Dropout
1,418.00;1,418.00;Graduate
1,419.00;1,419.00;Graduate
1,420.00;1,420.00;Dropout
1,421.00;1,421.00;Dropout
1,422.00;1,422.00;Enrolled
1,423.00;1,423.00;Graduate
1,424.00;1,424.00;Graduate
1,425.00;1,425.00;Enrolled
1,426.00;1,426.00;Graduate
1,427.00;1,427.00;Graduate
1,428.00;1,428.00;Enrolled
1,429.00;1,429.00;Enrolled
1,430.00;1,430.00;Graduate
1,431.00;1,431.00;Graduate
1,432.00;1,432.00;Dropout
1,433.00;1,433.00;Enrolled
1,434.00;1,434.00;Graduate
1,435.00;1,435.00;Enrolled
1,436.00;1,436.00;Dropout
1,437.00;1,437.00;Enrolled
1,438.00;1,438.00;Graduate
1,439.00;1,439.00;Graduate
1,440.00;1,440.00;Graduate
1,441.00;1,441.00;Graduate
1,442.00;1,442.00;Graduate
1,443.00;1,443.00;Graduate
1,444.00;1,444.00;Dropout
1,445.00;1,445.00;Graduate
1,446.00;1,446.00;Dropout
1,447.00;1,447.00;Dropout
1,448.00;1,448.00;Dropout
1,449.00;1,449.00;Dropout
1,450.00;1,450.00;Graduate
1,451.00;1,451.00;Dropout
1,452.00;1,452.00;Graduate
1,453.00;1,453.00;Dropout
1,454.00;1,454.00;Graduate
1,455.00;1,455.00;Enrolled
1,456.00;1,456.00;Dropout
1,457.00;1,457.00;Enrolled
1,458.00;1,458.00;Enrolled
1,459.00;1,459.00;Enrolled
1,460.00;1,460.00;Dropout
1,461.00;1,461.00;Dropout
1,462.00;1,462.00;Graduate
1,463.00;1,463.00;Enrolled
1,464.00;1,464.00;Dropout
1,465.00;1,465.00;Enrolled
1,466.00;1,466.00;Graduate
1,467.00;1,467.00;Dropout
1,468.00;1,468.00;Enrolled
1,469.00;1,469.00;Graduate
1,470.00;1,470.00;Graduate
1,471.00;1,471.00;Enrolled
1,472.00;1,472.00;Enrolled
1,473.00;1,473.00;Graduate
1,474.00;1,474.00;Dropout
1,475.00;1,475.00;Enrolled
1,476.00;1,476.00;Graduate
1,477.00;1,477.00;Dropout
1,478.00;1,478.00;Graduate
1,479.00;1,479.00;Dropout
1,480.00;1,480.00;Dropout
1,481.00;1,481.00;Dropout
1,482.00;1,482.00;Graduate
1,483.00;1,483.00;Graduate
1,484.00;1,484.00;Graduate
1,485.00;1,485.00;Graduate
1,486.00;1,486.00;Graduate
1,487.00;1,487.00;Graduate
1,488.00;1,488.00;Enrolled
1,489.00;1,489.00;Dropout
1,490.00;1,490.00;Graduate
1,491.00;1,491.00;Graduate
1,492.00;1,492.00;Graduate
1,493.00;1,493.00;Dropout
1,494.00;1,494.00;Graduate
1,495.00;1,495.00;Dropout
1,496.00;1,496.00;Graduate
1,497.00;1,497.00;Graduate
1,498.00;1,498.00;Graduate
1,499.00;1,499.00;Enrolled
1,500.00;1,500.00;Graduate
1,501.00;1,501.00;Graduate
1,502.00;1,502.00;Dropout
1,503.00;1,503.00;Graduate
1,504.00;1,504.00;Enrolled
1,505.00;1,505.00;Enrolled
1,506.00;1,506.00;Dropout
1,507.00;1,507.00;Enrolled
1,508.00;1,508.00;Graduate
1,509.00;1,509.00;Graduate
1,510.00;1,510.00;Dropout
1,511.00;1,511.00;Dropout
1,512.00;1,512.00;Enrolled
1,513.00;1,513.00;Graduate
1,514.00;1,514.00;Graduate
1,515.00;1,515.00;Dropout
1,516.00;1,516.00;Graduate
1,517.00;1,517.00;Dropout
1,518.00;1,518.00;Graduate
1,519.00;1,519.00;Enrolled
1,520.00;1,520.00;Dropout
1,521.00;1,521.00;Dropout
1,522.00;1,522.00;Graduate
1,523.00;1,523.00;Dropout
1,524.00;1,524.00;Dropout
1,525.00;1,525.00;Enrolled
1,526.00;1,526.00;Graduate
1,527.00;1,527.00;Dropout
1,528.00;1,528.00;Graduate
1,529.00;1,529.00;Graduate
1,530.00;1,530.00;Dropout
1,531.00;1,531.00;Enrolled
1,532.00;1,532.00;Graduate
1,533.00;1,533.00;Graduate
1,534.00;1,534.00;Enrolled
1,535.00;1,535.00;Graduate
1,536.00;1,536.00;Enrolled
1,537.00;1,537.00;Dropout
1,538.00;1,538.00;Graduate
1,539.00;1,539.00;Dropout
1,540.00;1,540.00;Dropout
1,541.00;1,541.00;Dropout
1,542.00;1,542.00;Dropout
1,543.00;1,543.00;Dropout
1,544.00;1,544.00;Dropout
1,545.00;1,545.00;Dropout
1,546.00;1,546.00;Graduate
1,547.00;1,547.00;Enrolled
1,548.00;1,548.00;Dropout
1,549.00;1,549.00;Dropout
1,550.00;1,550.00;Dropout
1,551.00;1,551.00;Graduate
1,552.00;1,552.00;Graduate
1,553.00;1,553.00;Graduate
1,554.00;1,554.00;Graduate
1,555.00;1,555.00;Graduate
1,556.00;1,556.00;Graduate
1,557.00;1,557.00;Dropout
1,558.00;1,558.00;Enrolled
1,559.00;1,559.00;Dropout
1,560.00;1,560.00;Graduate
1,561.00;1,561.00;Enrolled
1,562.00;1,562.00;Enrolled
1,563.00;1,563.00;Graduate
1,564.00;1,564.00;Enrolled
1,565.00;1,565.00;Enrolled
1,566.00;1,566.00;Graduate
1,567.00;1,567.00;Graduate
1,568.00;1,568.00;Graduate
1,569.00;1,569.00;Enrolled
1,570.00;1,570.00;Dropout
1,571.00;1,571.00;Enrolled
1,572.00;1,572.00;Dropout
1,573.00;1,573.00;Dropout
1,574.00;1,574.00;Dropout
1,575.00;1,575.00;Graduate
1,576.00;1,576.00;Graduate
1,577.00;1,577.00;Dropout
1,578.00;1,578.00;Enrolled
1,579.00;1,579.00;Dropout
1,580.00;1,580.00;Enrolled
1,581.00;1,581.00;Graduate
1,582.00;1,582.00;Enrolled
1,583.00;1,583.00;Dropout
1,584.00;1,584.00;Dropout
1,585.00;1,585.00;Graduate
1,586.00;1,586.00;Graduate
1,587.00;1,587.00;Enrolled
1,588.00;1,588.00;Enrolled
1,589.00;1,589.00;Dropout
1,590.00;1,590.00;Graduate
1,591.00;1,591.00;Dropout
1,592.00;1,592.00;Dropout
1,593.00;1,593.00;Enrolled
1,594.00;1,594.00;Dropout
1,595.00;1,595.00;Enrolled
1,596.00;1,596.00;Enrolled
1,597.00;1,597.00;Enrolled
1,598.00;1,598.00;Graduate
1,599.00;1,599.00;Dropout
1,600.00;1,600.00;Dropout
1,601.00;1,601.00;Graduate
1,602.00;1,602.00;Enrolled
1,603.00;1,603.00;Enrolled
1,604.00;1,604.00;Graduate
1,605.00;1,605.00;Dropout
1,606.00;1,606.00;Enrolled
1,607.00;1,607.00;Graduate
1,608.00;1,608.00;Graduate
1,609.00;1,609.00;Enrolled
1,610.00;1,610.00;Graduate
1,611.00;1,611.00;Dropout
1,612.00;1,612.00;Enrolled
1,613.00;1,613.00;Graduate
1,614.00;1,614.00;Dropout
1,615.00;1,615.00;Graduate
1,616.00;1,616.00;Dropout
1,617.00;1,617.00;Graduate
1,618.00;1,618.00;Dropout
1,619.00;1,619.00;Dropout
1,620.00;1,620.00;Graduate
1,621.00;1,621.00;Graduate
1,622.00;1,622.00;Graduate
1,623.00;1,623.00;Dropout
1,624.00;1,624.00;Dropout
1,625.00;1,625.00;Dropout
1,626.00;1,626.00;Dropout
1,627.00;1,627.00;Graduate
1,628.00;1,628.00;Dropout
1,629.00;1,629.00;Dropout
1,630.00;1,630.00;Dropout
1,631.00;1,631.00;Graduate
1,632.00;1,632.00;Dropout
1,633.00;1,633.00;Graduate
1,634.00;1,634.00;Enrolled
1,635.00;1,635.00;Graduate
1,636.00;1,636.00;Graduate
1,637.00;1,637.00;Graduate
1,638.00;1,638.00;Graduate
1,639.00;1,639.00;Dropout
1,640.00;1,640.00;Graduate
1,641.00;1,641.00;Graduate
1,642.00;1,642.00;Graduate
1,643.00;1,643.00;Graduate
1,644.00;1,644.00;Graduate
1,645.00;1,645.00;Dropout
1,646.00;1,646.00;Dropout
1,647.00;1,647.00;Graduate
1,648.00;1,648.00;Graduate
1,649.00;1,649.00;Dropout
1,650.00;1,650.00;Graduate
1,651.00;1,651.00;Enrolled
1,652.00;1,652.00;Graduate
1,653.00;1,653.00;Enrolled
1,654.00;1,654.00;Graduate
1,655.00;1,655.00;Dropout
1,656.00;1,656.00;Graduate
1,657.00;1,657.00;Graduate
1,658.00;1,658.00;Enrolled
1,659.00;1,659.00;Graduate
1,660.00;1,660.00;Enrolled
1,661.00;1,661.00;Graduate
1,662.00;1,662.00;Graduate
1,663.00;1,663.00;Graduate
1,664.00;1,664.00;Graduate
1,665.00;1,665.00;Graduate
1,666.00;1,666.00;Enrolled
1,667.00;1,667.00;Graduate
1,668.00;1,668.00;Graduate
1,669.00;1,669.00;Dropout
1,670.00;1,670.00;Graduate
1,671.00;1,671.00;Enrolled
1,672.00;1,672.00;Graduate
1,673.00;1,673.00;Dropout
1,674.00;1,674.00;Graduate
1,675.00;1,675.00;Graduate
1,676.00;1,676.00;Dropout
1,677.00;1,677.00;Dropout
1,678.00;1,678.00;Graduate
1,679.00;1,679.00;Graduate
1,680.00;1,680.00;Dropout
1,681.00;1,681.00;Enrolled
1,682.00;1,682.00;Enrolled
1,683.00;1,683.00;Dropout
1,684.00;1,684.00;Dropout
1,685.00;1,685.00;Graduate
1,686.00;1,686.00;Graduate
1,687.00;1,687.00;Graduate
1,688.00;1,688.00;Dropout
1,689.00;1,689.00;Enrolled
1,690.00;1,690.00;Dropout
1,691.00;1,691.00;Dropout
1,692.00;1,692.00;Dropout
1,693.00;1,693.00;Graduate
1,694.00;1,694.00;Enrolled
1,695.00;1,695.00;Dropout
1,696.00;1,696.00;Graduate
1,697.00;1,697.00;Graduate
1,698.00;1,698.00;Dropout
1,699.00;1,699.00;Dropout
1,700.00;1,700.00;Dropout
1,701.00;1,701.00;Graduate
1,702.00;1,702.00;Graduate
1,703.00;1,703.00;Dropout
1,704.00;1,704.00;Graduate
1,705.00;1,705.00;Graduate
1,706.00;1,706.00;Enrolled
1,707.00;1,707.00;Dropout
1,708.00;1,708.00;Enrolled
1,709.00;1,709.00;Dropout
1,710.00;1,710.00;Graduate
1,711.00;1,711.00;Enrolled
1,712.00;1,712.00;Graduate
1,713.00;1,713.00;Dropout
1,714.00;1,714.00;Enrolled
1,715.00;1,715.00;Graduate
1,716.00;1,716.00;Graduate
1,717.00;1,717.00;Graduate
1,718.00;1,718.00;Enrolled
1,719.00;1,719.00;Dropout
1,720.00;1,720.00;Dropout
1,721.00;1,721.00;Graduate
1,722.00;1,722.00;Graduate
1,723.00;1,723.00;Graduate
1,724.00;1,724.00;Graduate
1,725.00;1,725.00;Graduate
1,726.00;1,726.00;Dropout
1,727.00;1,727.00;Graduate
1,728.00;1,728.00;Enrolled
1,729.00;1,729.00;Dropout
1,730.00;1,730.00;Graduate
1,731.00;1,731.00;Graduate
1,732.00;1,732.00;Dropout
1,733.00;1,733.00;Dropout
1,734.00;1,734.00;Enrolled
1,735.00;1,735.00;Dropout
1,736.00;1,736.00;Graduate
1,737.00;1,737.00;Graduate
1,738.00;1,738.00;Enrolled
1,739.00;1,739.00;Graduate
1,740.00;1,740.00;Dropout
1,741.00;1,741.00;Dropout
1,742.00;1,742.00;Enrolled
1,743.00;1,743.00;Dropout
1,744.00;1,744.00;Dropout
1,745.00;1,745.00;Dropout
1,746.00;1,746.00;Dropout
1,747.00;1,747.00;Dropout
1,748.00;1,748.00;Dropout
1,749.00;1,749.00;Dropout
1,750.00;1,750.00;Dropout
1,751.00;1,751.00;Enrolled
1,752.00;1,752.00;Graduate
1,753.00;1,753.00;Enrolled
1,754.00;1,754.00;Enrolled
1,755.00;1,755.00;Dropout
1,756.00;1,756.00;Enrolled
1,757.00;1,757.00;Enrolled
1,758.00;1,758.00;Dropout
1,759.00;1,759.00;Graduate
1,760.00;1,760.00;Graduate
1,761.00;1,761.00;Graduate
1,762.00;1,762.00;Dropout
1,763.00;1,763.00;Graduate
1,764.00;1,764.00;Graduate
1,765.00;1,765.00;Graduate
1,766.00;1,766.00;Dropout
1,767.00;1,767.00;Dropout
1,768.00;1,768.00;Enrolled
1,769.00;1,769.00;Dropout
1,770.00;1,770.00;Enrolled
1,771.00;1,771.00;Enrolled
1,772.00;1,772.00;Enrolled
1,773.00;1,773.00;Graduate
1,774.00;1,774.00;Enrolled
1,775.00;1,775.00;Enrolled
1,776.00;1,776.00;Dropout
1,777.00;1,777.00;Graduate
1,778.00;1,778.00;Dropout
1,779.00;1,779.00;Graduate
1,780.00;1,780.00;Graduate
1,781.00;1,781.00;Enrolled
1,782.00;1,782.00;Graduate
1,783.00;1,783.00;Dropout
1,784.00;1,784.00;Enrolled
1,785.00;1,785.00;Dropout
1,786.00;1,786.00;Enrolled
1,787.00;1,787.00;Dropout
1,788.00;1,788.00;Graduate
1,789.00;1,789.00;Dropout
1,790.00;1,790.00;Graduate
1,791.00;1,791.00;Graduate
1,792.00;1,792.00;Dropout
1,793.00;1,793.00;Dropout
1,794.00;1,794.00;Dropout
1,795.00;1,795.00;Enrolled
1,796.00;1,796.00;Graduate
1,797.00;1,797.00;Graduate
1,798.00;1,798.00;Dropout
1,799.00;1,799.00;Dropout
1,800.00;1,800.00;Dropout
1,801.00;1,801.00;Dropout
1,802.00;1,802.00;Graduate
1,803.00;1,803.00;Graduate
1,804.00;1,804.00;Dropout
1,805.00;1,805.00;Dropout
1,806.00;1,806.00;Dropout
1,807.00;1,807.00;Enrolled
1,808.00;1,808.00;Dropout
1,809.00;1,809.00;Enrolled
1,810.00;1,810.00;Graduate
1,811.00;1,811.00;Graduate
1,812.00;1,812.00;Graduate
1,813.00;1,813.00;Dropout
1,814.00;1,814.00;Graduate
1,815.00;1,815.00;Dropout
1,816.00;1,816.00;Enrolled
1,817.00;1,817.00;Graduate
1,818.00;1,818.00;Graduate
1,819.00;1,819.00;Dropout
1,820.00;1,820.00;Dropout
1,821.00;1,821.00;Enrolled
1,822.00;1,822.00;Enrolled
1,823.00;1,823.00;Enrolled
1,824.00;1,824.00;Dropout
1,825.00;1,825.00;Graduate
1,826.00;1,826.00;Graduate
1,827.00;1,827.00;Graduate
1,828.00;1,828.00;Enrolled
1,829.00;1,829.00;Dropout
1,830.00;1,830.00;Enrolled
1,831.00;1,831.00;Dropout
1,832.00;1,832.00;Graduate
1,833.00;1,833.00;Graduate
1,834.00;1,834.00;Dropout
1,835.00;1,835.00;Graduate
1,836.00;1,836.00;Graduate
1,837.00;1,837.00;Graduate
1,838.00;1,838.00;Enrolled
1,839.00;1,839.00;Graduate
1,840.00;1,840.00;Graduate
1,841.00;1,841.00;Dropout
1,842.00;1,842.00;Dropout
1,843.00;1,843.00;Graduate
1,844.00;1,844.00;Enrolled
1,845.00;1,845.00;Graduate
1,846.00;1,846.00;Dropout
1,847.00;1,847.00;Dropout
1,848.00;1,848.00;Dropout
1,849.00;1,849.00;Graduate
1,850.00;1,850.00;Enrolled
1,851.00;1,851.00;Dropout
1,852.00;1,852.00;Dropout
1,853.00;1,853.00;Graduate
1,854.00;1,854.00;Graduate
1,855.00;1,855.00;Dropout
1,856.00;1,856.00;Dropout
1,857.00;1,857.00;Graduate
1,858.00;1,858.00;Graduate
1,859.00;1,859.00;Graduate
