StudentID;MaritalStatusID;ApplicationModeID;ApplicationOrderID;CourseID;QualificationID;QualificationGrade;NationalityID;AdmissionGrade;Displaced;EducationalSpecialNeeds;Debtor;TuitionFeesUpToDate;GenderID;ScholarshipHolder;AgeAtEnrollment;International
1,295.00;2.00;39.00;1.00;9,003.00;1.00;168.00;1.00;153.90;.00;.00;1.00;.00;1.00;.00;34.00;.00
1,296.00;2.00;39.00;1.00;8,014.00;19.00;133.10;1.00;130.00;.00;.00;.00;1.00;1.00;.00;24.00;.00
1,297.00;1.00;39.00;2.00;9,670.00;1.00;150.00;1.00;107.00;1.00;.00;.00;1.00;1.00;.00;26.00;.00
1,298.00;1.00;39.00;1.00;9,500.00;1.00;140.00;1.00;132.80;.00;.00;.00;1.00;1.00;.00;35.00;.00
1,299.00;1.00;1.00;1.00;9,991.00;1.00;145.00;1.00;127.50;1.00;.00;.00;1.00;1.00;.00;22.00;.00
1,300.00;1.00;18.00;1.00;9,254.00;1.00;118.00;1.00;123.30;1.00;.00;.00;1.00;1.00;.00;26.00;.00
1,301.00;1.00;17.00;1.00;9,147.00;1.00;123.00;1.00;122.00;.00;.00;.00;1.00;1.00;.00;19.00;.00
1,302.00;1.00;1.00;5.00;9,254.00;1.00;120.00;1.00;114.80;1.00;.00;.00;.00;1.00;.00;19.00;.00
1,303.00;1.00;44.00;1.00;171.00;39.00;140.00;1.00;140.00;.00;.00;1.00;1.00;1.00;.00;20.00;.00
1,304.00;1.00;51.00;1.00;9,670.00;1.00;126.00;1.00;111.00;.00;.00;1.00;1.00;1.00;.00;21.00;.00
1,305.00;1.00;1.00;2.00;9,773.00;1.00;137.00;1.00;133.20;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,306.00;1.00;1.00;3.00;9,773.00;1.00;130.00;1.00;123.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,307.00;1.00;53.00;1.00;9,003.00;42.00;150.00;1.00;150.00;.00;.00;.00;1.00;.00;1.00;23.00;.00
1,308.00;1.00;17.00;3.00;9,147.00;1.00;147.00;1.00;132.30;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,309.00;1.00;18.00;1.00;9,500.00;1.00;140.00;1.00;126.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,310.00;1.00;1.00;3.00;9,500.00;1.00;132.00;1.00;119.30;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,311.00;1.00;53.00;1.00;9,147.00;42.00;130.00;1.00;133.80;1.00;.00;.00;1.00;.00;.00;21.00;.00
1,312.00;1.00;1.00;1.00;9,085.00;1.00;130.00;1.00;126.50;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,313.00;1.00;1.00;1.00;9,773.00;1.00;151.00;1.00;138.40;1.00;.00;.00;1.00;.00;1.00;24.00;.00
1,314.00;1.00;1.00;4.00;9,500.00;1.00;144.00;1.00;129.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,315.00;1.00;1.00;1.00;9,670.00;1.00;127.00;1.00;118.30;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,316.00;1.00;17.00;2.00;9,500.00;1.00;131.00;1.00;129.80;1.00;.00;.00;1.00;.00;.00;20.00;.00
1,317.00;1.00;17.00;2.00;9,085.00;1.00;123.00;1.00;113.60;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,318.00;1.00;1.00;5.00;9,773.00;1.00;130.00;1.00;128.30;1.00;.00;.00;.00;.00;1.00;18.00;.00
1,319.00;1.00;43.00;1.00;9,254.00;1.00;130.00;1.00;130.00;.00;.00;.00;1.00;.00;1.00;19.00;.00
1,320.00;1.00;17.00;2.00;9,853.00;1.00;131.00;1.00;121.90;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,321.00;1.00;1.00;5.00;9,238.00;3.00;135.00;1.00;129.40;.00;.00;1.00;1.00;.00;.00;18.00;.00
1,322.00;1.00;1.00;2.00;9,853.00;1.00;123.00;1.00;115.30;1.00;.00;.00;1.00;.00;.00;20.00;.00
1,323.00;1.00;1.00;5.00;9,500.00;1.00;145.00;1.00;125.50;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,324.00;1.00;17.00;6.00;9,556.00;1.00;118.00;1.00;117.80;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,325.00;1.00;17.00;3.00;9,147.00;1.00;125.00;1.00;118.70;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,326.00;1.00;1.00;2.00;9,500.00;1.00;152.00;1.00;139.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,327.00;1.00;1.00;1.00;9,085.00;1.00;101.00;1.00;98.90;1.00;.00;.00;1.00;.00;.00;21.00;.00
1,328.00;1.00;17.00;1.00;9,254.00;1.00;137.00;1.00;137.70;1.00;.00;1.00;.00;.00;.00;19.00;.00
1,329.00;1.00;1.00;4.00;9,500.00;1.00;123.00;1.00;113.60;1.00;.00;.00;1.00;.00;.00;21.00;.00
1,330.00;1.00;1.00;1.00;9,085.00;1.00;120.00;1.00;113.40;.00;.00;.00;1.00;.00;.00;18.00;.00
1,331.00;1.00;17.00;3.00;9,556.00;1.00;131.00;1.00;128.50;.00;.00;.00;1.00;.00;1.00;18.00;.00
1,332.00;1.00;1.00;1.00;9,500.00;1.00;141.00;1.00;142.80;.00;.00;.00;1.00;.00;.00;18.00;.00
1,333.00;1.00;1.00;1.00;9,130.00;1.00;144.00;1.00;137.70;.00;.00;.00;.00;.00;.00;23.00;.00
1,334.00;1.00;1.00;1.00;9,238.00;1.00;107.00;1.00;103.50;1.00;.00;.00;1.00;.00;.00;20.00;.00
1,335.00;1.00;1.00;1.00;9,500.00;1.00;133.00;1.00;123.20;.00;.00;.00;1.00;.00;.00;18.00;.00
1,336.00;1.00;17.00;2.00;9,853.00;1.00;126.00;1.00;126.00;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,337.00;1.00;39.00;1.00;9,500.00;1.00;133.10;1.00;121.70;.00;.00;.00;1.00;.00;1.00;27.00;.00
1,338.00;1.00;17.00;1.00;9,147.00;1.00;147.00;1.00;142.80;1.00;.00;1.00;.00;.00;1.00;19.00;.00
1,339.00;1.00;43.00;1.00;9,130.00;1.00;120.00;1.00;120.00;1.00;.00;.00;1.00;.00;.00;21.00;.00
1,340.00;1.00;18.00;1.00;9,500.00;1.00;130.00;1.00;119.30;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,341.00;1.00;44.00;1.00;9,238.00;1.00;120.00;1.00;121.00;.00;.00;.00;1.00;.00;1.00;21.00;.00
1,342.00;1.00;1.00;5.00;9,773.00;1.00;138.00;1.00;139.40;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,343.00;1.00;17.00;1.00;9,085.00;1.00;124.00;1.00;113.90;1.00;.00;.00;1.00;.00;1.00;20.00;.00
1,344.00;1.00;1.00;1.00;9,853.00;1.00;133.00;1.00;124.60;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,345.00;1.00;17.00;1.00;9,070.00;1.00;122.00;1.00;123.80;1.00;.00;1.00;.00;.00;1.00;18.00;.00
1,346.00;1.00;1.00;3.00;9,085.00;1.00;138.00;1.00;126.30;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,347.00;1.00;17.00;4.00;9,773.00;1.00;134.00;1.00;120.40;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,348.00;1.00;1.00;3.00;9,500.00;1.00;128.00;1.00;120.50;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,349.00;1.00;53.00;1.00;9,085.00;42.00;140.00;1.00;144.90;1.00;.00;1.00;.00;.00;.00;23.00;.00
1,350.00;1.00;39.00;1.00;9,085.00;19.00;133.10;1.00;139.90;1.00;.00;.00;1.00;.00;1.00;24.00;.00
1,351.00;1.00;1.00;1.00;171.00;1.00;142.00;1.00;133.30;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,352.00;1.00;1.00;3.00;9,500.00;1.00;141.00;1.00;126.00;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,353.00;1.00;1.00;2.00;9,070.00;1.00;145.00;1.00;133.50;.00;.00;.00;1.00;.00;.00;19.00;.00
1,354.00;1.00;17.00;2.00;9,853.00;1.00;145.00;1.00;127.90;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,355.00;1.00;1.00;1.00;9,238.00;1.00;108.00;1.00;105.90;.00;.00;.00;1.00;.00;1.00;20.00;.00
1,356.00;1.00;1.00;1.00;9,085.00;1.00;132.00;1.00;124.30;.00;.00;.00;1.00;.00;.00;20.00;.00
1,357.00;1.00;39.00;1.00;9,773.00;1.00;140.00;1.00;102.50;.00;.00;.00;1.00;.00;.00;26.00;.00
1,358.00;1.00;39.00;1.00;9,254.00;19.00;133.10;1.00;97.00;.00;.00;1.00;.00;1.00;.00;36.00;.00
1,359.00;1.00;17.00;1.00;171.00;1.00;128.00;1.00;134.70;.00;.00;.00;.00;1.00;.00;19.00;.00
1,360.00;1.00;42.00;1.00;9,119.00;1.00;120.00;1.00;113.80;.00;.00;.00;.00;1.00;.00;27.00;.00
1,361.00;1.00;1.00;4.00;9,119.00;1.00;120.00;1.00;116.90;.00;.00;.00;1.00;1.00;.00;18.00;.00
1,362.00;1.00;1.00;4.00;9,500.00;1.00;139.00;1.00;124.00;1.00;.00;.00;1.00;1.00;1.00;18.00;.00
1,363.00;1.00;39.00;1.00;9,070.00;1.00;139.30;1.00;117.50;.00;.00;.00;1.00;1.00;.00;28.00;.00
1,364.00;1.00;44.00;1.00;171.00;39.00;150.00;1.00;154.80;1.00;.00;.00;1.00;1.00;.00;21.00;.00
1,365.00;1.00;1.00;1.00;9,500.00;1.00;138.00;1.00;141.00;.00;.00;.00;1.00;1.00;.00;19.00;.00
1,366.00;1.00;39.00;1.00;9,670.00;9.00;133.10;1.00;120.00;.00;.00;1.00;.00;1.00;.00;26.00;.00
1,367.00;1.00;51.00;1.00;9,119.00;1.00;136.00;1.00;133.60;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,368.00;1.00;1.00;6.00;9,500.00;1.00;134.00;1.00;122.00;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,369.00;1.00;1.00;1.00;9,147.00;1.00;140.00;1.00;120.00;1.00;.00;.00;1.00;1.00;.00;21.00;.00
1,370.00;1.00;53.00;1.00;9,670.00;42.00;110.00;1.00;114.20;.00;.00;.00;1.00;1.00;1.00;23.00;.00
1,371.00;1.00;39.00;1.00;8,014.00;38.00;133.10;1.00;95.50;.00;.00;.00;1.00;1.00;.00;29.00;.00
1,372.00;1.00;1.00;1.00;9,500.00;1.00;129.00;1.00;120.00;.00;.00;.00;1.00;1.00;.00;20.00;.00
1,373.00;1.00;1.00;1.00;9,238.00;1.00;116.00;1.00;111.10;.00;.00;.00;1.00;1.00;.00;18.00;.00
1,374.00;1.00;1.00;1.00;9,773.00;1.00;130.00;1.00;128.60;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,375.00;1.00;7.00;1.00;9,556.00;3.00;130.00;1.00;130.00;.00;.00;.00;.00;1.00;.00;23.00;.00
1,376.00;1.00;1.00;1.00;171.00;1.00;116.00;1.00;111.10;.00;.00;.00;1.00;1.00;.00;21.00;.00
1,377.00;1.00;17.00;1.00;9,147.00;1.00;136.00;1.00;122.70;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,378.00;1.00;1.00;1.00;171.00;1.00;147.00;1.00;134.40;1.00;.00;.00;1.00;1.00;1.00;18.00;.00
1,379.00;1.00;1.00;5.00;9,070.00;1.00;117.00;1.00;131.00;1.00;.00;1.00;.00;1.00;.00;21.00;.00
1,380.00;1.00;51.00;1.00;9,238.00;1.00;141.00;1.00;125.00;.00;.00;.00;1.00;1.00;.00;22.00;.00
1,381.00;1.00;18.00;1.00;9,556.00;1.00;133.10;1.00;106.00;1.00;.00;.00;1.00;1.00;.00;21.00;.00
1,382.00;1.00;39.00;1.00;9,500.00;1.00;133.10;1.00;128.00;1.00;.00;.00;.00;1.00;.00;32.00;.00
1,383.00;1.00;7.00;1.00;9,003.00;3.00;120.00;1.00;120.00;1.00;.00;.00;1.00;1.00;.00;27.00;.00
1,384.00;1.00;1.00;1.00;9,500.00;1.00;148.00;1.00;134.80;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,385.00;1.00;39.00;1.00;9,070.00;1.00;130.00;1.00;112.00;1.00;.00;.00;1.00;1.00;1.00;24.00;.00
1,386.00;1.00;1.00;1.00;9,130.00;1.00;120.00;1.00;116.10;1.00;.00;.00;1.00;1.00;.00;22.00;.00
1,387.00;1.00;43.00;1.00;9,130.00;1.00;120.00;1.00;120.00;1.00;.00;.00;.00;1.00;.00;22.00;.00
1,388.00;1.00;1.00;3.00;9,147.00;1.00;133.00;1.00;119.70;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,389.00;1.00;17.00;6.00;9,119.00;1.00;129.00;1.00;117.10;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,390.00;1.00;1.00;2.00;9,085.00;1.00;118.00;1.00;112.40;1.00;.00;.00;1.00;1.00;.00;21.00;.00
1,391.00;1.00;1.00;2.00;9,500.00;1.00;140.00;1.00;131.00;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,392.00;1.00;1.00;2.00;9,254.00;1.00;127.00;1.00;130.90;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,393.00;1.00;1.00;1.00;171.00;1.00;131.00;1.00;134.90;1.00;.00;1.00;1.00;.00;.00;20.00;.00
1,394.00;1.00;17.00;1.00;9,238.00;1.00;132.00;1.00;127.10;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,395.00;1.00;17.00;5.00;9,773.00;1.00;113.00;1.00;110.20;1.00;.00;1.00;1.00;.00;.00;19.00;.00
1,396.00;1.00;17.00;1.00;9,254.00;1.00;115.00;1.00;108.70;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,397.00;1.00;1.00;1.00;9,130.00;1.00;133.10;1.00;138.00;1.00;.00;.00;1.00;.00;.00;20.00;.00
1,398.00;1.00;44.00;1.00;9,070.00;39.00;150.00;1.00;147.70;.00;.00;1.00;1.00;.00;1.00;22.00;.00
1,399.00;2.00;39.00;1.00;9,556.00;19.00;133.10;1.00;123.00;.00;.00;.00;1.00;.00;.00;31.00;.00
1,400.00;1.00;17.00;1.00;9,853.00;1.00;141.00;1.00;142.80;.00;.00;.00;1.00;.00;1.00;19.00;.00
1,401.00;1.00;1.00;2.00;171.00;1.00;140.00;1.00;138.30;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,402.00;1.00;1.00;2.00;9,254.00;1.00;136.00;1.00;125.20;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,403.00;1.00;1.00;1.00;9,085.00;1.00;140.00;1.00;141.80;.00;.00;.00;1.00;.00;.00;21.00;.00
1,404.00;1.00;17.00;5.00;9,500.00;1.00;143.00;1.00;130.60;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,405.00;1.00;44.00;1.00;9,147.00;39.00;130.00;22.00;130.00;.00;.00;1.00;.00;1.00;.00;25.00;1.00
1,406.00;1.00;15.00;1.00;9,119.00;1.00;133.10;41.00;100.00;.00;.00;1.00;1.00;1.00;.00;21.00;1.00
1,407.00;1.00;18.00;2.00;9,500.00;1.00;129.00;1.00;119.00;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,408.00;1.00;1.00;2.00;9,773.00;1.00;132.00;1.00;124.30;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,409.00;1.00;17.00;1.00;9,254.00;1.00;118.00;1.00;122.20;1.00;.00;.00;1.00;.00;.00;22.00;.00
1,410.00;1.00;15.00;1.00;9,147.00;1.00;150.00;1.00;150.00;.00;.00;.00;1.00;1.00;.00;19.00;.00
1,411.00;1.00;39.00;1.00;8,014.00;19.00;133.10;1.00;135.50;.00;.00;.00;1.00;.00;.00;58.00;.00
1,412.00;1.00;16.00;2.00;9,238.00;1.00;122.00;1.00;127.30;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,413.00;1.00;43.00;1.00;9,670.00;1.00;127.00;22.00;127.00;1.00;.00;.00;1.00;1.00;.00;23.00;1.00
1,414.00;1.00;1.00;2.00;9,773.00;1.00;122.00;1.00;126.90;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,415.00;1.00;18.00;3.00;9,500.00;1.00;131.00;1.00;127.50;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,416.00;1.00;1.00;2.00;9,085.00;1.00;130.00;1.00;122.00;.00;.00;.00;1.00;.00;.00;20.00;.00
1,417.00;1.00;17.00;5.00;9,085.00;1.00;130.00;1.00;115.80;.00;.00;.00;.00;.00;.00;18.00;.00
1,418.00;1.00;17.00;1.00;9,670.00;1.00;130.00;1.00;121.60;.00;.00;.00;1.00;.00;.00;18.00;.00
1,419.00;1.00;17.00;4.00;9,147.00;1.00;122.00;1.00;116.40;1.00;.00;1.00;1.00;.00;1.00;18.00;.00
1,420.00;1.00;39.00;1.00;9,130.00;1.00;114.00;1.00;120.00;.00;.00;.00;1.00;.00;.00;24.00;.00
1,421.00;1.00;17.00;4.00;9,853.00;1.00;143.00;1.00;127.30;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,422.00;1.00;1.00;3.00;9,147.00;1.00;127.00;1.00;123.50;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,423.00;1.00;17.00;3.00;9,238.00;1.00;141.00;1.00;125.60;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,424.00;1.00;1.00;1.00;9,254.00;1.00;129.00;1.00;118.50;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,425.00;1.00;1.00;2.00;9,130.00;1.00;140.00;1.00;129.50;1.00;.00;.00;1.00;.00;.00;18.00;.00
1,426.00;1.00;1.00;1.00;171.00;1.00;137.00;1.00;134.60;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,427.00;1.00;44.00;1.00;9,085.00;1.00;140.00;1.00;140.00;.00;.00;.00;1.00;.00;.00;22.00;.00
1,428.00;1.00;1.00;1.00;9,254.00;1.00;143.00;1.00;133.20;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,429.00;3.00;17.00;1.00;9,238.00;1.00;138.00;1.00;133.50;1.00;.00;.00;1.00;.00;1.00;21.00;.00
1,430.00;1.00;17.00;1.00;9,773.00;1.00;120.00;1.00;117.90;1.00;.00;.00;1.00;.00;1.00;21.00;.00
1,431.00;1.00;1.00;3.00;9,500.00;1.00;144.00;1.00;128.00;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,432.00;1.00;1.00;5.00;9,853.00;1.00;123.00;1.00;113.20;1.00;.00;.00;1.00;.00;.00;20.00;.00
1,433.00;1.00;1.00;3.00;9,254.00;1.00;129.00;1.00;122.00;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,434.00;1.00;16.00;3.00;9,070.00;1.00;152.00;1.00;156.90;1.00;.00;.00;1.00;.00;.00;19.00;.00
1,435.00;1.00;1.00;2.00;9,500.00;1.00;130.00;1.00;125.10;1.00;.00;.00;1.00;.00;1.00;18.00;.00
1,436.00;1.00;15.00;1.00;9,147.00;1.00;133.10;41.00;100.00;.00;.00;1.00;.00;1.00;.00;26.00;1.00
1,437.00;1.00;15.00;1.00;9,119.00;1.00;160.00;32.00;160.00;.00;.00;1.00;1.00;.00;.00;19.00;1.00
1,438.00;2.00;39.00;1.00;8,014.00;1.00;140.00;1.00;101.00;.00;.00;.00;1.00;.00;.00;35.00;.00
1,439.00;1.00;18.00;1.00;9,670.00;1.00;133.00;1.00;121.50;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,440.00;1.00;1.00;1.00;9,085.00;1.00;138.00;1.00;126.80;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,441.00;1.00;1.00;5.00;9,670.00;1.00;142.00;1.00;132.90;.00;.00;.00;1.00;1.00;.00;19.00;.00
1,442.00;1.00;1.00;1.00;171.00;1.00;115.00;1.00;134.30;1.00;.00;.00;1.00;1.00;.00;25.00;.00
1,443.00;1.00;17.00;6.00;9,254.00;1.00;125.00;1.00;120.50;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,444.00;1.00;17.00;1.00;9,003.00;1.00;170.00;1.00;144.10;1.00;.00;1.00;.00;1.00;.00;26.00;.00
1,445.00;1.00;43.00;1.00;9,991.00;1.00;140.00;1.00;100.00;.00;.00;.00;1.00;1.00;.00;34.00;.00
1,446.00;1.00;1.00;2.00;9,254.00;1.00;110.00;1.00;114.80;1.00;.00;.00;.00;1.00;.00;18.00;.00
1,447.00;1.00;1.00;1.00;171.00;1.00;114.00;1.00;111.90;.00;.00;.00;.00;1.00;.00;18.00;.00
1,448.00;1.00;17.00;3.00;9,119.00;1.00;138.00;1.00;125.40;1.00;.00;.00;1.00;1.00;1.00;18.00;.00
1,449.00;1.00;44.00;1.00;9,003.00;39.00;140.00;1.00;140.00;.00;.00;.00;1.00;1.00;.00;20.00;.00
1,450.00;1.00;44.00;1.00;9,070.00;39.00;140.00;1.00;140.00;.00;.00;.00;1.00;1.00;.00;25.00;.00
1,451.00;1.00;17.00;1.00;9,130.00;1.00;132.00;1.00;127.80;.00;.00;.00;1.00;1.00;.00;18.00;.00
1,452.00;1.00;1.00;1.00;9,003.00;1.00;148.00;1.00;131.60;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,453.00;1.00;1.00;1.00;171.00;1.00;132.00;1.00;119.40;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,454.00;1.00;18.00;2.00;9,238.00;1.00;126.00;1.00;129.90;1.00;.00;.00;1.00;1.00;1.00;20.00;.00
1,455.00;1.00;1.00;1.00;9,119.00;1.00;121.00;1.00;114.00;.00;.00;.00;1.00;1.00;.00;20.00;.00
1,456.00;1.00;1.00;2.00;9,147.00;1.00;120.00;1.00;113.40;1.00;.00;.00;1.00;1.00;1.00;19.00;.00
1,457.00;1.00;1.00;1.00;9,147.00;1.00;123.00;1.00;117.80;.00;.00;.00;1.00;1.00;.00;20.00;.00
1,458.00;1.00;1.00;6.00;9,500.00;1.00;122.00;1.00;114.30;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,459.00;1.00;1.00;1.00;9,670.00;1.00;136.00;1.00;129.70;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,460.00;1.00;18.00;1.00;9,147.00;1.00;119.00;1.00;112.00;1.00;.00;.00;.00;1.00;.00;20.00;.00
1,461.00;1.00;39.00;1.00;9,670.00;1.00;120.00;1.00;140.00;.00;.00;.00;1.00;1.00;.00;24.00;.00
1,462.00;1.00;44.00;1.00;9,003.00;39.00;150.00;1.00;150.00;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,463.00;1.00;1.00;3.00;9,670.00;1.00;121.00;1.00;122.40;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,464.00;1.00;51.00;1.00;9,119.00;1.00;140.00;1.00;150.00;.00;.00;.00;1.00;1.00;.00;23.00;.00
1,465.00;1.00;17.00;2.00;9,254.00;1.00;135.00;1.00;135.00;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,466.00;1.00;43.00;4.00;8,014.00;1.00;116.00;1.00;116.20;.00;.00;.00;1.00;1.00;.00;21.00;.00
1,467.00;1.00;17.00;2.00;9,119.00;1.00;120.00;1.00;120.40;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,468.00;2.00;17.00;5.00;9,119.00;1.00;126.00;1.00;122.90;1.00;.00;.00;1.00;1.00;.00;21.00;.00
1,469.00;1.00;1.00;1.00;9,773.00;1.00;170.00;1.00;155.00;.00;.00;.00;1.00;1.00;1.00;18.00;.00
1,470.00;1.00;1.00;3.00;9,254.00;1.00;123.00;1.00;123.40;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,471.00;1.00;17.00;1.00;9,147.00;1.00;120.00;1.00;124.20;1.00;.00;.00;1.00;1.00;.00;18.00;.00
1,472.00;1.00;44.00;1.00;9,003.00;39.00;130.00;1.00;130.00;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,473.00;1.00;17.00;1.00;9,773.00;1.00;130.00;1.00;126.20;.00;.00;.00;1.00;1.00;1.00;18.00;.00
1,474.00;1.00;17.00;1.00;9,773.00;1.00;117.00;1.00;120.50;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,475.00;1.00;17.00;1.00;9,119.00;1.00;131.00;1.00;123.70;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,476.00;1.00;17.00;1.00;9,130.00;1.00;130.00;1.00;122.50;.00;.00;.00;1.00;1.00;.00;19.00;.00
1,477.00;1.00;39.00;1.00;9,991.00;1.00;133.00;1.00;139.20;1.00;.00;1.00;1.00;1.00;.00;33.00;.00
1,478.00;1.00;51.00;1.00;171.00;1.00;128.00;1.00;131.20;1.00;.00;.00;1.00;1.00;.00;21.00;.00
1,479.00;2.00;39.00;1.00;9,003.00;1.00;133.10;1.00;120.00;.00;.00;1.00;.00;1.00;.00;25.00;.00
1,480.00;1.00;1.00;1.00;9,085.00;1.00;123.00;1.00;116.70;1.00;.00;.00;1.00;1.00;1.00;20.00;.00
1,481.00;1.00;53.00;1.00;9,085.00;42.00;150.00;1.00;150.00;1.00;.00;.00;1.00;1.00;1.00;22.00;.00
1,482.00;4.00;39.00;1.00;9,773.00;19.00;133.10;1.00;117.50;.00;.00;.00;1.00;.00;.00;39.00;.00
1,483.00;1.00;1.00;2.00;9,670.00;1.00;140.00;1.00;137.60;1.00;.00;.00;1.00;1.00;1.00;21.00;.00
1,484.00;1.00;17.00;1.00;9,254.00;1.00;126.00;1.00;124.30;.00;.00;.00;1.00;.00;1.00;19.00;.00
1,485.00;1.00;39.00;1.00;9,500.00;19.00;133.10;1.00;116.00;.00;.00;.00;1.00;.00;1.00;26.00;.00
1,486.00;1.00;18.00;2.00;9,238.00;1.00;121.00;1.00;121.40;1.00;.00;.00;1.00;.00;1.00;19.00;.00
1,487.00;1.00;53.00;1.00;9,085.00;42.00;140.00;1.00;142.80;1.00;.00;.00;.00;.00;1.00;20.00;.00
1,488.00;1.00;17.00;1.00;9,670.00;1.00;133.10;1.00;96.00;1.00;.00;.00;1.00;.00;1.00;25.00;.00
1,489.00;1.00;43.00;1.00;8,014.00;1.00;131.00;1.00;125.00;.00;.00;.00;1.00;1.00;.00;24.00;.00
1,490.00;1.00;17.00;6.00;9,119.00;1.00;124.00;1.00;126.10;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,491.00;2.00;39.00;1.00;9,003.00;1.00;120.00;1.00;155.80;.00;.00;.00;1.00;1.00;.00;29.00;.00
1,492.00;1.00;1.00;1.00;9,773.00;1.00;133.10;1.00;116.00;.00;.00;.00;1.00;1.00;.00;20.00;.00
1,493.00;1.00;44.00;1.00;9,130.00;39.00;110.00;1.00;110.00;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,494.00;1.00;39.00;1.00;9,670.00;19.00;133.10;1.00;97.20;1.00;.00;.00;1.00;1.00;1.00;24.00;.00
1,495.00;1.00;39.00;1.00;9,500.00;19.00;133.10;1.00;100.00;.00;.00;1.00;1.00;1.00;.00;24.00;.00
1,496.00;1.00;7.00;1.00;9,119.00;40.00;140.00;1.00;140.00;.00;.00;.00;1.00;1.00;.00;23.00;.00
1,497.00;1.00;43.00;1.00;9,556.00;1.00;130.00;1.00;128.00;1.00;.00;.00;1.00;1.00;.00;20.00;.00
1,498.00;1.00;17.00;2.00;9,670.00;1.00;110.00;1.00;115.30;1.00;.00;.00;1.00;1.00;.00;19.00;.00
1,499.00;4.00;39.00;1.00;9,003.00;1.00;140.00;1.00;150.00;.00;.00;.00;1.00;1.00;.00;28.00;.00
1,500.00;1.00;44.00;1.00;9,003.00;39.00;160.00;1.00;160.00;1.00;.00;.00;1.00;1.00;1.00;20.00;.00
